"region","crop","year","yield_hg_ha","yield_t_ha","rainfall_mm","avg_temp_c","pesticide_t"
"Iraq","Soybeans",2001,"12000","120","216","20.8","837.47"
"Iraq","Soybeans",2002,"10000","100","216","23.76","878.68"
"Iraq","Soybeans",2002,"10000","100","216","20.1","878.68"
"Iraq","Soybeans",2004,"10000","100","216","23.72","828.62"
"Iraq","Soybeans",2004,"10000","100","216","20","828.62"
"Iraq","Soybeans",2005,"9214","92.14","216","23.58","873.01"
"Iraq","Soybeans",2005,"9214","92.14","216","19.96","873.01"
"Iraq","Soybeans",2006,"9095","90.95","216","23.82","824.14"
"Iraq","Soybeans",2006,"9095","90.95","216","20.12","824.14"
"Iraq","Soybeans",2007,"9187","91.87","216","23.92","1062.61"
"Iraq","Soybeans",2007,"9187","91.87","216","20.12","1062.61"
"Iraq","Soybeans",2008,"9016","90.16","216","24.09","1245.94"
"Iraq","Soybeans",2008,"9016","90.16","216","20.46","1245.94"
"Iraq","Soybeans",2009,"8846","88.46","216","23.87","1429.27"
"Iraq","Soybeans",2009,"8846","88.46","216","20.26","1429.27"
"Iraq","Soybeans",2010,"8675","86.75","216","25.49","1612.61"
"Iraq","Soybeans",2010,"8675","86.75","216","21.97","1612.61"
"Iraq","Soybeans",2011,"8504","85.04","216","23.44","1795.94"
"Iraq","Soybeans",2011,"8504","85.04","216","19.78","1795.94"
"Iraq","Soybeans",2012,"8334","83.34","216","24.34","1979.27"
"Iraq","Soybeans",2012,"8334","83.34","216","20.7","1979.27"
"Iraq","Soybeans",2013,"8163","81.63","216","25.14","2162.6"
"Iraq","Soybeans",2013,"8163","81.63","216","21.77","2162.6"
"Iraq","Wheat",1990,"10129","101.29","216","23.41","692"
"Iraq","Wheat",1990,"10129","101.29","216","19.76","692"
"Iraq","Wheat",1991,"8056","80.56","216","23.21","692"
"Iraq","Wheat",1991,"8056","80.56","216","19.68","692"
"Iraq","Wheat",1992,"5999","59.99","216","21.52","692"
"Iraq","Wheat",1992,"5999","59.99","216","17.76","692"
"Iraq","Wheat",1993,"5897","58.97","216","22.86","692"
"Iraq","Wheat",1993,"5897","58.97","216","18.75","692"
"Iraq","Wheat",1994,"7431","74.31","216","23.47","692"
"Iraq","Wheat",1994,"7431","74.31","216","20.02","692"
"Iraq","Wheat",1995,"8052","80.52","216","23.32","816"
"Iraq","Wheat",1995,"8052","80.52","216","19.86","816"
"Iraq","Wheat",1996,"8667","86.67","216","23.96","616"
"Iraq","Wheat",1996,"8667","86.67","216","20.13","616"
"Iraq","Wheat",1997,"7566","75.66","216","22.74","848"
"Iraq","Wheat",1997,"7566","75.66","216","19.23","848"
"Iraq","Wheat",1998,"8071","80.71","216","24.33","755"
"Iraq","Wheat",1998,"8071","80.71","216","20.65","755"
"Iraq","Wheat",1999,"6154","61.54","216","24.42","508"
"Iraq","Wheat",1999,"6154","61.54","216","20.85","508"
"Iraq","Wheat",2000,"3200","32","216","23.9","548"
"Iraq","Wheat",2000,"3200","32","216","20.28","548"
"Iraq","Wheat",2001,"7405","74.05","216","24.45","837.47"
"Iraq","Wheat",2001,"7405","74.05","216","20.8","837.47"
"Iraq","Wheat",2002,"15703","157.03","216","23.76","878.68"
"Iraq","Wheat",2002,"15703","157.03","216","20.1","878.68"
"Iraq","Wheat",2004,"11898","118.98","216","23.72","828.62"
"Iraq","Wheat",2004,"11898","118.98","216","20","828.62"
"Iraq","Wheat",2005,"8738","87.38","216","23.58","873.01"
"Iraq","Wheat",2005,"8738","87.38","216","19.96","873.01"
"Iraq","Wheat",2006,"13783","137.83","216","23.82","824.14"
"Iraq","Wheat",2006,"13783","137.83","216","20.12","824.14"
"Iraq","Wheat",2007,"14031","140.31","216","23.92","1062.61"
"Iraq","Wheat",2007,"14031","140.31","216","20.12","1062.61"
"Iraq","Wheat",2008,"13678","136.78","216","24.09","1245.94"
"Iraq","Wheat",2008,"13678","136.78","216","20.46","1245.94"
"Iraq","Wheat",2009,"18756","187.56","216","23.87","1429.27"
"Iraq","Wheat",2009,"18756","187.56","216","20.26","1429.27"
"Iraq","Wheat",2010,"19872","198.72","216","25.49","1612.61"
"Iraq","Wheat",2010,"19872","198.72","216","21.97","1612.61"
"Iraq","Wheat",2011,"19552","195.52","216","23.44","1795.94"
"Iraq","Wheat",2011,"19552","195.52","216","19.78","1795.94"
"Iraq","Wheat",2012,"24181","241.81","216","24.34","1979.27"
"Iraq","Wheat",2012,"24181","241.81","216","20.7","1979.27"
"Iraq","Wheat",2013,"23068","230.68","216","25.14","2162.6"
"Iraq","Wheat",2013,"23068","230.68","216","21.77","2162.6"
"Ireland","Potatoes",1990,"248971","2489.71","1118","9.59","2014"
"Ireland","Potatoes",1991,"278537","2785.37","1118","9.07","2014"
"Ireland","Potatoes",1992,"288688","2886.88","1118","9.07","2014"
"Ireland","Potatoes",1993,"263426","2634.26","1118","8.85","2014"
"Ireland","Potatoes",1994,"300000","3000","1118","9.13","2014"
"Ireland","Potatoes",1995,"275893","2758.93","1118","9.75","2152"
"Ireland","Potatoes",1996,"301646","3016.46","1118","8.85","1577"
"Ireland","Potatoes",1997,"259341","2593.41","1118","9.95","2201"
"Ireland","Potatoes",1998,"260541","2605.41","1118","9.71","2257"
"Ireland","Potatoes",1999,"319429","3194.29","1118","9.75","1930"
"Ireland","Potatoes",2000,"336889","3368.89","1118","9.43","1942.21"
"Ireland","Potatoes",2001,"333986","3339.86","1118","9.27","2333.67"
"Ireland","Potatoes",2002,"336753","3367.53","1118","9.75","2614.27"
"Ireland","Potatoes",2004,"415188","4151.88","1118","9.77","2978.49"
"Ireland","Potatoes",2005,"346780","3467.8","1118","9.91","2624.89"
"Ireland","Potatoes",2006,"332957","3329.57","1118","10","2766.64"
"Ireland","Potatoes",2007,"341026","3410.26","1118","10.11","3083.02"
"Ireland","Potatoes",2008,"307946","3079.46","1118","9.42","2790.17"
"Ireland","Potatoes",2009,"275492","2754.92","1118","9.47","2268.1"
"Ireland","Potatoes",2010,"343934","3439.34","1118","8.38","2529.2"
"Ireland","Potatoes",2011,"342404","3424.04","1118","9.76","3664.3"
"Ireland","Potatoes",2012,"257778","2577.78","1118","9.28","2925.1"
"Ireland","Potatoes",2013,"383271","3832.71","1118","9.28","2950.8"
"Ireland","Wheat",1990,"85307","853.07","1118","9.59","2014"
"Ireland","Wheat",1991,"78646","786.46","1118","9.07","2014"
"Ireland","Wheat",1992,"78808","788.08","1118","9.07","2014"
"Ireland","Wheat",1993,"68056","680.56","1118","8.85","2014"
"Ireland","Wheat",1994,"77193","771.93","1118","9.13","2014"
"Ireland","Wheat",1995,"82461","824.61","1118","9.75","2152"
"Ireland","Wheat",1996,"89965","899.65","1118","8.85","1577"
"Ireland","Wheat",1997,"77210","772.1","1118","9.95","2201"
"Ireland","Wheat",1998,"80310","803.1","1118","9.71","2257"
"Ireland","Wheat",1999,"87665","876.65","1118","9.75","1930"
"Ireland","Wheat",2000,"94538","945.38","1118","9.43","1942.21"
"Ireland","Wheat",2001,"90601","906.01","1118","9.27","2333.67"
"Ireland","Wheat",2002,"84440","844.4","1118","9.75","2614.27"
"Ireland","Wheat",2004,"99241","992.41","1118","9.77","2978.49"
"Ireland","Wheat",2005,"84317","843.17","1118","9.91","2624.89"
"Ireland","Wheat",2006,"91543","915.43","1118","10","2766.64"
"Ireland","Wheat",2007,"84626","846.26","1118","10.11","3083.02"
"Ireland","Wheat",2008,"89684","896.84","1118","9.42","2790.17"
"Ireland","Wheat",2009,"81669","816.69","1118","9.47","2268.1"
"Ireland","Wheat",2010,"86015","860.15","1118","8.38","2529.2"
"Ireland","Wheat",2011,"98641","986.41","1118","9.76","3664.3"
"Ireland","Wheat",2012,"72235","722.35","1118","9.28","2925.1"
"Ireland","Wheat",2013,"89983","899.83","1118","9.28","2950.8"
"Italy","Maize",1990,"76375","763.75","832","7.97","100596.4"
"Italy","Maize",1990,"76375","763.75","832","12.83","100596.4"
"Italy","Maize",1991,"72624","726.24","832","7.28","88916.6"
"Italy","Maize",1991,"72624","726.24","832","12.05","88916.6"
"Italy","Maize",1992,"86597","865.97","832","7.76","88227.6"
"Italy","Maize",1992,"86597","865.97","832","12.89","88227.6"
"Italy","Maize",1993,"86612","866.12","832","7.43","89282.2"
"Italy","Maize",1993,"86612","866.12","832","12.71","89282.2"
"Italy","Maize",1994,"82235","822.35","832","8.39","81217.6"
"Italy","Maize",1994,"82235","822.35","832","13.53","81217.6"
"Italy","Maize",1995,"89695","896.95","832","7.43","84153"
"Italy","Maize",1995,"89695","896.95","832","12.47","84153"
"Italy","Maize",1996,"93328","933.28","832","7.06","74617.2"
"Italy","Maize",1996,"93328","933.28","832","12.28","74617.2"
"Italy","Maize",1997,"96270","962.7","832","8.18","84799"
"Italy","Maize",1997,"96270","962.7","832","13.13","84799"
"Italy","Maize",1998,"93217","932.17","832","7.77","84117"
"Italy","Maize",1998,"93217","932.17","832","12.96","84117"
"Italy","Maize",1999,"97444","974.44","832","7.64","81583"
"Italy","Maize",1999,"97444","974.44","832","12.95","81583"
"Italy","Maize",2000,"95277","952.77","832","8.13","79447"
"Italy","Maize",2000,"95277","952.77","832","13.42","79447"
"Italy","Maize",2001,"95135","951.35","832","7.83","75978"
"Italy","Maize",2001,"95135","951.35","832","13.23","75978"
"Italy","Maize",2002,"94918","949.18","832","8.15","94211"
"Italy","Maize",2002,"94918","949.18","832","13.14","94211"
"Italy","Maize",2004,"94975","949.75","832","7.74","83810"
"Italy","Maize",2004,"94975","949.75","832","12.75","83810"
"Italy","Maize",2005,"93678","936.78","832","7.33","84647"
"Italy","Maize",2005,"93678","936.78","832","12.16","84647"
"Italy","Maize",2006,"87285","872.85","832","8.15","74349"
"Italy","Maize",2006,"87285","872.85","832","12.87","74349"
"Italy","Maize",2007,"93120","931.2","832","8.4","80454"
"Italy","Maize",2007,"93120","931.2","832","13.32","80454"
"Italy","Maize",2008,"95726","957.26","832","7.91","79643"
"Italy","Maize",2008,"95726","957.26","832","13.01","79643"
"Italy","Maize",2009,"86048","860.48","832","8.11","74172"
"Italy","Maize",2009,"86048","860.48","832","13.28","74172"
"Italy","Maize",2010,"91672","916.72","832","7.05","71613"
"Italy","Maize",2010,"91672","916.72","832","12.63","71613"
"Italy","Maize",2011,"98033","980.33","832","8.68","70690"
"Italy","Maize",2011,"98033","980.33","832","13.46","70690"
"Italy","Maize",2012,"80325","803.25","832","8.05","61889"
"Italy","Maize",2012,"80325","803.25","832","13.45","61889"
"Italy","Maize",2013,"86989","869.89","832","8.04","55633"
"Italy","Maize",2013,"86989","869.89","832","13.6","55633"
"Italy","Potatoes",1990,"191624","1916.24","832","7.97","100596.4"
"Italy","Potatoes",1990,"191624","1916.24","832","12.83","100596.4"
"Italy","Potatoes",1991,"200113","2001.13","832","7.28","88916.6"
"Italy","Potatoes",1991,"200113","2001.13","832","12.05","88916.6"
"Italy","Potatoes",1992,"226592","2265.92","832","7.76","88227.6"
"Italy","Potatoes",1992,"226592","2265.92","832","12.89","88227.6"
"Italy","Potatoes",1993,"224567","2245.67","832","7.43","89282.2"
"Italy","Potatoes",1993,"224567","2245.67","832","12.71","89282.2"
"Italy","Potatoes",1994,"233775","2337.75","832","8.39","81217.6"
"Italy","Potatoes",1994,"233775","2337.75","832","13.53","81217.6"
"Italy","Potatoes",1995,"232893","2328.93","832","7.43","84153"
"Italy","Potatoes",1995,"232893","2328.93","832","12.47","84153"
"Italy","Potatoes",1996,"224667","2246.67","832","7.06","74617.2"
"Italy","Potatoes",1996,"224667","2246.67","832","12.28","74617.2"
"Italy","Potatoes",1997,"222609","2226.09","832","8.18","84799"
"Italy","Potatoes",1997,"222609","2226.09","832","13.13","84799"
"Italy","Potatoes",1998,"243418","2434.18","832","7.77","84117"
"Italy","Potatoes",1998,"243418","2434.18","832","12.96","84117"
"Italy","Potatoes",1999,"241843","2418.43","832","7.64","81583"
"Italy","Potatoes",1999,"241843","2418.43","832","12.95","81583"
"Italy","Potatoes",2000,"250695","2506.95","832","8.13","79447"
"Italy","Potatoes",2000,"250695","2506.95","832","13.42","79447"
"Italy","Potatoes",2001,"250910","2509.1","832","7.83","75978"
"Italy","Potatoes",2001,"250910","2509.1","832","13.23","75978"
"Italy","Potatoes",2002,"240997","2409.97","832","8.15","94211"
"Italy","Potatoes",2002,"240997","2409.97","832","13.14","94211"
"Italy","Potatoes",2004,"251485","2514.85","832","7.74","83810"
"Italy","Potatoes",2004,"251485","2514.85","832","12.75","83810"
"Italy","Potatoes",2005,"250819","2508.19","832","7.33","84647"
"Italy","Potatoes",2005,"250819","2508.19","832","12.16","84647"
"Italy","Potatoes",2006,"246070","2460.7","832","8.15","74349"
"Italy","Potatoes",2006,"246070","2460.7","832","12.87","74349"
"Italy","Potatoes",2007,"256304","2563.04","832","8.4","80454"
"Italy","Potatoes",2007,"256304","2563.04","832","13.32","80454"
"Italy","Potatoes",2008,"227242","2272.42","832","7.91","79643"
"Italy","Potatoes",2008,"227242","2272.42","832","13.01","79643"
"Italy","Potatoes",2009,"248352","2483.52","832","8.11","74172"
"Italy","Potatoes",2009,"248352","2483.52","832","13.28","74172"
"Italy","Potatoes",2010,"249684","2496.84","832","7.05","71613"
"Italy","Potatoes",2010,"249684","2496.84","832","12.63","71613"
"Italy","Potatoes",2011,"249158","2491.58","832","8.68","70690"
"Italy","Potatoes",2011,"249158","2491.58","832","13.46","70690"
"Italy","Potatoes",2012,"254511","2545.11","832","8.05","61889"
"Italy","Potatoes",2012,"254511","2545.11","832","13.45","61889"
"Italy","Potatoes",2013,"252483","2524.83","832","8.04","55633"
"Italy","Potatoes",2013,"252483","2524.83","832","13.6","55633"
"Italy","Rice, paddy",1990,"60278","602.78","832","7.97","100596.4"
"Italy","Rice, paddy",1990,"60278","602.78","832","12.83","100596.4"
"Italy","Rice, paddy",1991,"60274","602.74","832","7.28","88916.6"
"Italy","Rice, paddy",1991,"60274","602.74","832","12.05","88916.6"
"Italy","Rice, paddy",1992,"58758","587.58","832","7.76","88227.6"
"Italy","Rice, paddy",1992,"58758","587.58","832","12.89","88227.6"
"Italy","Rice, paddy",1993,"56317","563.17","832","7.43","89282.2"
"Italy","Rice, paddy",1993,"56317","563.17","832","12.71","89282.2"
"Italy","Rice, paddy",1994,"57661","576.61","832","8.39","81217.6"
"Italy","Rice, paddy",1994,"57661","576.61","832","13.53","81217.6"
"Italy","Rice, paddy",1995,"55206","552.06","832","7.43","84153"
"Italy","Rice, paddy",1995,"55206","552.06","832","12.47","84153"
"Italy","Rice, paddy",1996,"58122","581.22","832","7.06","74617.2"
"Italy","Rice, paddy",1996,"58122","581.22","832","12.28","74617.2"
"Italy","Rice, paddy",1997,"61950","619.5","832","8.18","84799"
"Italy","Rice, paddy",1997,"61950","619.5","832","13.13","84799"
"Italy","Rice, paddy",1998,"62573","625.73","832","7.77","84117"
"Italy","Rice, paddy",1998,"62573","625.73","832","12.96","84117"
"Italy","Rice, paddy",1999,"64635","646.35","832","7.64","81583"
"Italy","Rice, paddy",1999,"64635","646.35","832","12.95","81583"
"Italy","Rice, paddy",2000,"55810","558.1","832","8.13","79447"
"Italy","Rice, paddy",2000,"55810","558.1","832","13.42","79447"
"Italy","Rice, paddy",2001,"58494","584.94","832","7.83","75978"
"Italy","Rice, paddy",2001,"58494","584.94","832","13.23","75978"
"Italy","Rice, paddy",2002,"62700","627","832","8.15","94211"
"Italy","Rice, paddy",2002,"62700","627","832","13.14","94211"
"Italy","Rice, paddy",2004,"66317","663.17","832","7.74","83810"
"Italy","Rice, paddy",2004,"66317","663.17","832","12.75","83810"
"Italy","Rice, paddy",2005,"63074","630.74","832","7.33","84647"
"Italy","Rice, paddy",2005,"63074","630.74","832","12.16","84647"
"Italy","Rice, paddy",2006,"62772","627.72","832","8.15","74349"
"Italy","Rice, paddy",2006,"62772","627.72","832","12.87","74349"
"Italy","Rice, paddy",2007,"66240","662.4","832","8.4","80454"
"Italy","Rice, paddy",2007,"66240","662.4","832","13.32","80454"
"Italy","Rice, paddy",2008,"61949","619.49","832","7.91","79643"
"Italy","Rice, paddy",2008,"61949","619.49","832","13.01","79643"
"Italy","Rice, paddy",2009,"67941","679.41","832","8.11","74172"
"Italy","Rice, paddy",2009,"67941","679.41","832","13.28","74172"
"Italy","Rice, paddy",2010,"61219","612.19","832","7.05","71613"
"Italy","Rice, paddy",2010,"61219","612.19","832","12.63","71613"
"Italy","Rice, paddy",2011,"60452","604.52","832","8.68","70690"
"Italy","Rice, paddy",2011,"60452","604.52","832","13.46","70690"
"Italy","Rice, paddy",2012,"68133","681.33","832","8.05","61889"
"Italy","Rice, paddy",2012,"68133","681.33","832","13.45","61889"
"Italy","Rice, paddy",2013,"66342","663.42","832","8.04","55633"
"Italy","Rice, paddy",2013,"66342","663.42","832","13.6","55633"
"Italy","Sorghum",1990,"48234","482.34","832","7.97","100596.4"
"Italy","Sorghum",1990,"48234","482.34","832","12.83","100596.4"
"Italy","Sorghum",1991,"55089","550.89","832","7.28","88916.6"
"Italy","Sorghum",1991,"55089","550.89","832","12.05","88916.6"
"Italy","Sorghum",1992,"59232","592.32","832","7.76","88227.6"
"Italy","Sorghum",1992,"59232","592.32","832","12.89","88227.6"
"Italy","Sorghum",1993,"59684","596.84","832","7.43","89282.2"
"Italy","Sorghum",1993,"59684","596.84","832","12.71","89282.2"
"Italy","Sorghum",1994,"59924","599.24","832","8.39","81217.6"
"Italy","Sorghum",1994,"59924","599.24","832","13.53","81217.6"
"Italy","Sorghum",1995,"62412","624.12","832","7.43","84153"
"Italy","Sorghum",1995,"62412","624.12","832","12.47","84153"
"Italy","Sorghum",1996,"58388","583.88","832","7.06","74617.2"
"Italy","Sorghum",1996,"58388","583.88","832","12.28","74617.2"
"Italy","Sorghum",1997,"57487","574.87","832","8.18","84799"
"Italy","Sorghum",1997,"57487","574.87","832","13.13","84799"
"Italy","Sorghum",1998,"55463","554.63","832","7.77","84117"
"Italy","Sorghum",1998,"55463","554.63","832","12.96","84117"
"Italy","Sorghum",1999,"64309","643.09","832","7.64","81583"
"Italy","Sorghum",1999,"64309","643.09","832","12.95","81583"
"Italy","Sorghum",2000,"63445","634.45","832","8.13","79447"
"Italy","Sorghum",2000,"63445","634.45","832","13.42","79447"
"Italy","Sorghum",2001,"62045","620.45","832","7.83","75978"
"Italy","Sorghum",2001,"62045","620.45","832","13.23","75978"
"Italy","Sorghum",2002,"63110","631.1","832","8.15","94211"
"Italy","Sorghum",2002,"63110","631.1","832","13.14","94211"
"Italy","Sorghum",2004,"62847","628.47","832","7.74","83810"
"Italy","Sorghum",2004,"62847","628.47","832","12.75","83810"
"Italy","Sorghum",2005,"58558","585.58","832","7.33","84647"
"Italy","Sorghum",2005,"58558","585.58","832","12.16","84647"
"Italy","Sorghum",2006,"57296","572.96","832","8.15","74349"
"Italy","Sorghum",2006,"57296","572.96","832","12.87","74349"
"Italy","Sorghum",2007,"56759","567.59","832","8.4","80454"
"Italy","Sorghum",2007,"56759","567.59","832","13.32","80454"
"Italy","Sorghum",2008,"57960","579.6","832","7.91","79643"
"Italy","Sorghum",2008,"57960","579.6","832","13.01","79643"
"Italy","Sorghum",2009,"61003","610.03","832","8.11","74172"
"Italy","Sorghum",2009,"61003","610.03","832","13.28","74172"
"Italy","Sorghum",2010,"66683","666.83","832","7.05","71613"
"Italy","Sorghum",2010,"66683","666.83","832","12.63","71613"
"Italy","Sorghum",2011,"70972","709.72","832","8.68","70690"
"Italy","Sorghum",2011,"70972","709.72","832","13.46","70690"
"Italy","Sorghum",2012,"41979","419.79","832","8.05","61889"
"Italy","Sorghum",2012,"41979","419.79","832","13.45","61889"
"Italy","Sorghum",2013,"62061","620.61","832","8.04","55633"
"Italy","Sorghum",2013,"62061","620.61","832","13.6","55633"
"Italy","Soybeans",1990,"33588","335.88","832","7.97","100596.4"
"Italy","Soybeans",1990,"33588","335.88","832","12.83","100596.4"
"Italy","Soybeans",1991,"36828","368.28","832","7.28","88916.6"
"Italy","Soybeans",1991,"36828","368.28","832","12.05","88916.6"
"Italy","Soybeans",1992,"31316","313.16","832","7.76","88227.6"
"Italy","Soybeans",1992,"31316","313.16","832","12.89","88227.6"
"Italy","Soybeans",1993,"31552","315.52","832","7.43","89282.2"
"Italy","Soybeans",1993,"31552","315.52","832","12.71","89282.2"
"Italy","Soybeans",1994,"33501","335.01","832","8.39","81217.6"
"Italy","Soybeans",1994,"33501","335.01","832","13.53","81217.6"
"Italy","Soybeans",1995,"37525","375.25","832","7.43","84153"
"Italy","Soybeans",1995,"37525","375.25","832","12.47","84153"
"Italy","Soybeans",1996,"36951","369.51","832","7.06","74617.2"
"Italy","Soybeans",1996,"36951","369.51","832","12.28","74617.2"
"Italy","Soybeans",1997,"38018","380.18","832","8.18","84799"
"Italy","Soybeans",1997,"38018","380.18","832","13.13","84799"
"Italy","Soybeans",1998,"35040","350.4","832","7.77","84117"
"Italy","Soybeans",1998,"35040","350.4","832","12.96","84117"
"Italy","Soybeans",1999,"35329","353.29","832","7.64","81583"
"Italy","Soybeans",1999,"35329","353.29","832","12.95","81583"
"Italy","Soybeans",2000,"35761","357.61","832","8.13","79447"
"Italy","Soybeans",2000,"35761","357.61","832","13.42","79447"
"Italy","Soybeans",2001,"38122","381.22","832","7.83","75978"
"Italy","Soybeans",2001,"38122","381.22","832","13.23","75978"
"Italy","Soybeans",2002,"38613","386.13","832","8.15","94211"
"Italy","Soybeans",2002,"38613","386.13","832","13.14","94211"
"Italy","Soybeans",2004,"34458","344.58","832","7.74","83810"
"Italy","Soybeans",2004,"34458","344.58","832","12.75","83810"
"Italy","Soybeans",2005,"36303","363.03","832","7.33","84647"
"Italy","Soybeans",2005,"36303","363.03","832","12.16","84647"
"Italy","Soybeans",2006,"30987","309.87","832","8.15","74349"
"Italy","Soybeans",2006,"30987","309.87","832","12.87","74349"
"Italy","Soybeans",2007,"31342","313.42","832","8.4","80454"
"Italy","Soybeans",2007,"31342","313.42","832","13.32","80454"
"Italy","Soybeans",2008,"32121","321.21","832","7.91","79643"
"Italy","Soybeans",2008,"32121","321.21","832","13.01","79643"
"Italy","Soybeans",2009,"34759","347.59","832","8.11","74172"
"Italy","Soybeans",2009,"34759","347.59","832","13.28","74172"
"Italy","Soybeans",2010,"34639","346.39","832","7.05","71613"
"Italy","Soybeans",2010,"34639","346.39","832","12.63","71613"
"Italy","Soybeans",2011,"34024","340.24","832","8.68","70690"
"Italy","Soybeans",2011,"34024","340.24","832","13.46","70690"
"Italy","Soybeans",2012,"27591","275.91","832","8.05","61889"
"Italy","Soybeans",2012,"27591","275.91","832","13.45","61889"
"Italy","Soybeans",2013,"33906","339.06","832","8.04","55633"
"Italy","Soybeans",2013,"33906","339.06","832","13.6","55633"
"Italy","Sweet potatoes",1990,"214829","2148.29","832","7.97","100596.4"
"Italy","Sweet potatoes",1990,"214829","2148.29","832","12.83","100596.4"
"Italy","Sweet potatoes",1991,"214905","2149.05","832","7.28","88916.6"
"Italy","Sweet potatoes",1991,"214905","2149.05","832","12.05","88916.6"
"Italy","Sweet potatoes",1992,"235174","2351.74","832","7.76","88227.6"
"Italy","Sweet potatoes",1992,"235174","2351.74","832","12.89","88227.6"
"Italy","Sweet potatoes",1993,"242578","2425.78","832","7.43","89282.2"
"Italy","Sweet potatoes",1993,"242578","2425.78","832","12.71","89282.2"
"Italy","Sweet potatoes",1994,"237708","2377.08","832","8.39","81217.6"
"Italy","Sweet potatoes",1994,"237708","2377.08","832","13.53","81217.6"
"Italy","Sweet potatoes",1995,"239079","2390.79","832","7.43","84153"
"Italy","Sweet potatoes",1995,"239079","2390.79","832","12.47","84153"
"Italy","Sweet potatoes",1996,"221667","2216.67","832","7.06","74617.2"
"Italy","Sweet potatoes",1996,"221667","2216.67","832","12.28","74617.2"
"Italy","Sweet potatoes",1997,"199328","1993.28","832","8.18","84799"
"Italy","Sweet potatoes",1997,"199328","1993.28","832","13.13","84799"
"Italy","Sweet potatoes",1998,"171429","1714.29","832","7.77","84117"
"Italy","Sweet potatoes",1998,"171429","1714.29","832","12.96","84117"
"Italy","Sweet potatoes",1999,"80243","802.43","832","7.64","81583"
"Italy","Sweet potatoes",1999,"80243","802.43","832","12.95","81583"
"Italy","Sweet potatoes",2000,"114353","1143.53","832","8.13","79447"
"Italy","Sweet potatoes",2000,"114353","1143.53","832","13.42","79447"
"Italy","Sweet potatoes",2001,"115008","1150.08","832","7.83","75978"
"Italy","Sweet potatoes",2001,"115008","1150.08","832","13.23","75978"
"Italy","Sweet potatoes",2002,"113661","1136.61","832","8.15","94211"
"Italy","Sweet potatoes",2002,"113661","1136.61","832","13.14","94211"
"Italy","Sweet potatoes",2004,"159900","1599","832","7.74","83810"
"Italy","Sweet potatoes",2004,"159900","1599","832","12.75","83810"
"Italy","Sweet potatoes",2005,"141516","1415.16","832","7.33","84647"
"Italy","Sweet potatoes",2005,"141516","1415.16","832","12.16","84647"
"Italy","Sweet potatoes",2006,"144453","1444.53","832","8.15","74349"
"Italy","Sweet potatoes",2006,"144453","1444.53","832","12.87","74349"
"Italy","Sweet potatoes",2007,"185605","1856.05","832","8.4","80454"
"Italy","Sweet potatoes",2007,"185605","1856.05","832","13.32","80454"
"Italy","Sweet potatoes",2008,"200936","2009.36","832","7.91","79643"
"Italy","Sweet potatoes",2008,"200936","2009.36","832","13.01","79643"
"Italy","Sweet potatoes",2009,"177016","1770.16","832","8.11","74172"
"Italy","Sweet potatoes",2009,"177016","1770.16","832","13.28","74172"
"Italy","Sweet potatoes",2010,"189956","1899.56","832","7.05","71613"
"Italy","Sweet potatoes",2010,"189956","1899.56","832","12.63","71613"
"Italy","Sweet potatoes",2011,"207114","2071.14","832","8.68","70690"
"Italy","Sweet potatoes",2011,"207114","2071.14","832","13.46","70690"
"Italy","Sweet potatoes",2012,"195236","1952.36","832","8.05","61889"
"Italy","Sweet potatoes",2012,"195236","1952.36","832","13.45","61889"
"Italy","Sweet potatoes",2013,"227753","2277.53","832","8.04","55633"
"Italy","Sweet potatoes",2013,"227753","2277.53","832","13.6","55633"
"Italy","Wheat",1990,"29243","292.43","832","7.97","100596.4"
"Italy","Wheat",1990,"29243","292.43","832","12.83","100596.4"
"Italy","Wheat",1991,"35094","350.94","832","7.28","88916.6"
"Italy","Wheat",1991,"35094","350.94","832","12.05","88916.6"
"Italy","Wheat",1992,"35506","355.06","832","7.76","88227.6"
"Italy","Wheat",1992,"35506","355.06","832","12.89","88227.6"
"Italy","Wheat",1993,"35533","355.33","832","7.43","89282.2"
"Italy","Wheat",1993,"35533","355.33","832","12.71","89282.2"
"Italy","Wheat",1994,"34796","347.96","832","8.39","81217.6"
"Italy","Wheat",1994,"34796","347.96","832","13.53","81217.6"
"Italy","Wheat",1995,"32013","320.13","832","7.43","84153"
"Italy","Wheat",1995,"32013","320.13","832","12.47","84153"
"Italy","Wheat",1996,"33170","331.7","832","7.06","74617.2"
"Italy","Wheat",1996,"33170","331.7","832","12.28","74617.2"
"Italy","Wheat",1997,"28563","285.63","832","8.18","84799"
"Italy","Wheat",1997,"28563","285.63","832","13.13","84799"
"Italy","Wheat",1998,"35818","358.18","832","7.77","84117"
"Italy","Wheat",1998,"35818","358.18","832","12.96","84117"
"Italy","Wheat",1999,"32434","324.34","832","7.64","81583"
"Italy","Wheat",1999,"32434","324.34","832","12.95","81583"
"Italy","Wheat",2000,"32133","321.33","832","8.13","79447"
"Italy","Wheat",2000,"32133","321.33","832","13.42","79447"
"Italy","Wheat",2001,"28013","280.13","832","7.83","75978"
"Italy","Wheat",2001,"28013","280.13","832","13.23","75978"
"Italy","Wheat",2002,"31247","312.47","832","8.15","94211"
"Italy","Wheat",2002,"31247","312.47","832","13.14","94211"
"Italy","Wheat",2004,"36698","366.98","832","7.74","83810"
