Area,Year,Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp_f
Ireland,1991,Potatoes,278537,1118,2014.0,48.326
Ireland,1992,Potatoes,288688,1118,2014.0,48.326
Ireland,1993,Potatoes,263426,1118,2014.0,47.93
Ireland,1994,Potatoes,300000,1118,2014.0,48.434
Ireland,1995,Potatoes,275893,1118,2152.0,49.55
Ireland,1996,Potatoes,301646,1118,1577.0,47.93
Ireland,1997,Potatoes,259341,1118,2201.0,49.91
Ireland,1998,Potatoes,260541,1118,2257.0,49.478
Ireland,1999,Potatoes,319429,1118,1930.0,49.55
Ireland,2000,Potatoes,336889,1118,1942.21,48.974000000000004
Ireland,2001,Potatoes,333986,1118,2333.67,48.686
Ireland,2002,Potatoes,336753,1118,2614.27,49.55
Ireland,2004,Potatoes,415188,1118,2978.49,49.586
Ireland,2005,Potatoes,346780,1118,2624.89,49.838
Ireland,2006,Potatoes,332957,1118,2766.64,50.0
Ireland,2007,Potatoes,341026,1118,3083.02,50.198
Ireland,2008,Potatoes,307946,1118,2790.17,48.956
Ireland,2009,Potatoes,275492,1118,2268.1,49.046
Ireland,2010,Potatoes,343934,1118,2529.2,47.084
Ireland,2011,Potatoes,342404,1118,3664.3,49.568
Ireland,2012,Potatoes,257778,1118,2925.1,48.704
Ireland,2013,Potatoes,383271,1118,2950.8,48.704
Italy,1990,Maize,76375,832,100596.4,46.346000000000004
Italy,1991,Maize,72624,832,88916.6,45.104
Italy,1992,Maize,86597,832,88227.6,45.968
Italy,1993,Maize,86612,832,89282.2,45.374
Italy,1994,Maize,82235,832,81217.6,47.102000000000004
Italy,1995,Maize,89695,832,84153.0,45.374
Italy,1996,Maize,93328,832,74617.2,44.708
Italy,1997,Maize,96270,832,84799.0,46.724000000000004
Italy,1998,Maize,93217,832,84117.0,45.986
Italy,1999,Maize,97444,832,81583.0,45.751999999999995
Italy,2000,Maize,95277,832,79447.0,46.634
Italy,2001,Maize,95135,832,75978.0,46.094
Italy,2002,Maize,94918,832,94211.0,46.67
Italy,2004,Maize,94975,832,83810.0,45.932
Italy,2005,Maize,93678,832,84647.0,45.194
Italy,2006,Maize,87285,832,74349.0,46.67
Italy,2007,Maize,93120,832,80454.0,47.120000000000005
Italy,2008,Maize,95726,832,79643.0,46.238
Italy,2009,Maize,86048,832,74172.0,46.598
Italy,2010,Maize,91672,832,71613.0,44.69
Italy,2011,Maize,98033,832,70690.0,47.624
Italy,2012,Maize,80325,832,61889.0,46.49
Italy,2013,Maize,86989,832,55633.0,46.471999999999994
Jamaica,1990,Cassava,119102,2051,1415.65,81.104
Jamaica,1991,Cassava,120268,2051,1415.65,81.032
Jamaica,1992,Cassava,151186,2051,1415.65,81.05
Jamaica,1993,Cassava,186649,2051,1415.65,80.636
Jamaica,1994,Cassava,195385,2051,1415.65,81.464
Jamaica,1995,Cassava,205018,2051,1445.12,81.32
Jamaica,1996,Cassava,208699,2051,1573.58,80.564
Jamaica,1997,Cassava,188884,2051,909.71,82.04
Jamaica,1998,Cassava,191949,2051,909.71,82.04
Jamaica,1999,Cassava,190186,2051,909.71,80.816
Jamaica,2000,Cassava,181048,2051,909.71,80.528
Jamaica,2001,Cassava,188566,2051,909.71,81.086
Jamaica,2002,Cassava,188575,2051,909.71,81.518
Jamaica,2004,Cassava,184154,2051,909.71,81.446
Jamaica,2005,Cassava,176320,2051,909.71,81.212
Jamaica,2006,Cassava,186213,2051,909.71,81.64399999999999
Jamaica,2007,Cassava,186683,2051,909.71,81.69800000000001
Jamaica,2008,Cassava,185993,2051,909.71,80.906
Jamaica,2009,Cassava,186352,2051,909.71,81.35600000000001
Jamaica,2010,Cassava,185271,2051,909.71,80.762
Jamaica,2011,Cassava,188896,2051,909.71,80.906
Jamaica,2012,Cassava,188866,2051,909.71,81.518
Jamaica,2013,Cassava,187795,2051,909.71,81.338
Japan,1990,Maize,25457,1668,79821.18,61.519999999999996
Japan,1991,Maize,24896,1668,79821.18,60.08
Japan,1992,Maize,25180,1668,79821.18,60.134
Japan,1993,Maize,25000,1668,79821.18,58.874
Japan,1994,Maize,24852,1668,79821.18,61.39399999999999
Japan,1995,Maize,25000,1668,79821.18,59.45
Japan,1996,Maize,24510,1668,79821.18,59.36
Japan,1997,Maize,24771,1668,79821.18,60.368
Japan,1998,Maize,24468,1668,79821.18,62.096
Japan,1999,Maize,24000,1668,79821.18,60.674
Japan,2000,Maize,24713,1668,79821.18,60.656
Japan,2001,Maize,25000,1668,78735.45,60.548
Japan,2002,Maize,24615,1668,70262.54,60.962
Japan,2004,Maize,25000,1668,64688.88,61.808
Japan,2005,Maize,25260,1668,63829.77,60.35
Japan,2006,Maize,25324,1668,65248.26,60.565999999999995
Japan,2007,Maize,25395,1668,61164.07,61.754000000000005
Japan,2008,Maize,25456,1668,58750.0,60.728
Japan,2009,Maize,25385,1668,60970.8,60.674
Japan,2010,Maize,25642,1668,55576.0,61.016000000000005
Japan,2011,Maize,25797,1668,51796.3,60.278000000000006
Japan,2012,Maize,26154,1668,54716.4,59.95399999999999
Japan,2013,Maize,27273,1668,52794.3,61.772
Kazakhstan,1992,Maize,31214,250,17182.0,43.16
Kazakhstan,1993,Maize,32677,250,17182.0,41.918
Kazakhstan,1994,Maize,22387,250,17182.0,42.872
Kazakhstan,1995,Maize,19316,250,13535.0,43.754000000000005
Kazakhstan,1996,Maize,16795,250,13047.0,42.764
Kazakhstan,1997,Maize,18136,250,8112.0,45.554
Kazakhstan,1998,Maize,26780,250,6416.14,44.492000000000004
Kazakhstan,1999,Maize,30168,250,4720.28,44.762
Kazakhstan,2000,Maize,33350,250,3024.42,45.068
Kazakhstan,2001,Maize,37125,250,3007.26,45.014
Kazakhstan,2002,Maize,41370,250,3361.84,45.32
Kazakhstan,2004,Maize,44575,250,3802.92,45.536
Kazakhstan,2005,Maize,41546,250,3666.62,44.726
Kazakhstan,2006,Maize,46317,250,3926.27,45.77
Kazakhstan,2007,Maize,45636,250,5575.89,46.004
Kazakhstan,2008,Maize,44042,250,7044.9,45.05
Kazakhstan,2009,Maize,47500,250,8716.14,44.186
Kazakhstan,2010,Maize,48331,250,6283.85,44.528
Kazakhstan,2011,Maize,49864,250,10656.6,43.772
Kazakhstan,2012,Maize,51877,250,8674.58,42.926
Kazakhstan,2013,Maize,52779,250,8738.38,47.678000000000004
Kenya,1990,Cassava,108498,630,3469.0,60.692
Kenya,1991,Cassava,100000,630,3469.0,61.268
Kenya,1992,Cassava,102462,630,3469.0,61.412
Kenya,1993,Cassava,102936,630,3469.0,61.448
Kenya,1994,Cassava,91297,630,3469.0,61.843999999999994
Kenya,1995,Cassava,95560,630,4607.0,61.736000000000004
Kenya,1996,Cassava,111344,630,6344.0,61.592
Kenya,1997,Cassava,94938,630,5172.0,62.186
Kenya,1998,Cassava,80569,630,4114.0,61.754000000000005
Kenya,1999,Cassava,102106,630,3056.0,62.059999999999995
Kenya,2000,Cassava,69454,630,1998.0,62.114
Kenya,2001,Cassava,77681,630,1578.0,60.980000000000004
Kenya,2002,Cassava,73441,630,1578.0,61.898
Kenya,2004,Cassava,111000,630,1578.0,62.456
Kenya,2005,Cassava,91009,630,1578.0,63.104
Kenya,2006,Cassava,95856,630,1578.0,62.456
Kenya,2007,Cassava,74185,630,1578.0,61.88
Kenya,2008,Cassava,137358,630,1578.0,61.988
Kenya,2009,Cassava,116431,630,1578.0,63.14
Kenya,2010,Cassava,52521,630,1578.0,62.275999999999996
Kenya,2011,Cassava,112309,630,1578.0,62.42
Kenya,2012,Cassava,127273,630,1578.0,62.312
Kenya,2013,Cassava,142470,630,1578.0,62.438
Latvia,1992,Potatoes,120475,641,1005.0,44.402
Latvia,1993,Potatoes,145006,641,476.0,42.044
Latvia,1994,Potatoes,129963,641,294.0,42.566
Latvia,1995,Potatoes,114701,641,358.0,43.772
Latvia,1996,Potatoes,137471,641,361.0,40.82
Latvia,1997,Potatoes,135948,641,334.0,43.106
Latvia,1998,Potatoes,118044,641,369.0,42.71
Latvia,1999,Potatoes,158782,641,326.86,44.726
Latvia,2000,Potatoes,145634,641,284.72,45.446
Latvia,2001,Potatoes,111670,641,367.4,43.7
Latvia,2002,Potatoes,143358,641,335.31,44.294
Latvia,2004,Potatoes,128507,641,594.46,43.304
Latvia,2005,Potatoes,145942,641,723.54,43.34
Latvia,2006,Potatoes,122151,641,743.57,44.510000000000005
Latvia,2007,Potatoes,159330,641,1113.49,45.05
Latvia,2008,Potatoes,178148,641,1033.0,45.806
Latvia,2009,Potatoes,175133,641,881.2,43.718
Latvia,2010,Potatoes,160797,641,1027.5,42.206
Latvia,2011,Potatoes,168013,641,1070.5,45.05
Latvia,2012,Potatoes,191099,641,1396.96,42.728
Latvia,2013,Potatoes,181648,641,1250.0,45.05
Lebanon,1990,Maize,16910,661,1221.0,66.92
Lebanon,1991,Maize,17467,661,1221.0,66.758
Lebanon,1992,Maize,18715,661,1221.0,64.724
Lebanon,1993,Maize,18919,661,1221.0,66.452
Lebanon,1994,Maize,20288,661,1221.0,67.874
Lebanon,1995,Maize,23269,661,1221.0,66.83
Lebanon,1996,Maize,23461,661,1221.0,67.37
Lebanon,1997,Maize,31111,661,1816.0,66.182
Lebanon,1998,Maize,50000,661,1816.0,68.342
Lebanon,1999,Maize,57143,661,1816.0,68.45
Lebanon,2000,Maize,38889,661,1816.0,67.37
Lebanon,2001,Maize,43231,661,1816.0,68.52199999999999
Lebanon,2002,Maize,32435,661,1816.0,67.838
Lebanon,2004,Maize,60000,661,1816.0,67.496
Lebanon,2005,Maize,37778,661,1816.0,67.424
Lebanon,2006,Maize,29524,661,1816.0,67.262
Lebanon,2007,Maize,34444,661,1816.0,68.072
Lebanon,2008,Maize,37778,661,1816.0,68.432
Lebanon,2009,Maize,36210,661,1816.0,68.342
Lebanon,2010,Maize,37199,661,1816.0,70.268
Lebanon,2011,Maize,36468,661,1816.0,67.406
Lebanon,2012,Maize,36025,661,1816.0,68.342
Lebanon,2013,Maize,35621,661,1816.0,68.14399999999999
Lesotho,1990,Maize,11000,788,0.3,58.064
Lesotho,1991,Maize,5408,788,0.3,58.388
Lesotho,1992,Maize,5792,788,0.3,59.288
Lesotho,1993,Maize,8875,788,0.3,58.91
Lesotho,1994,Maize,8629,788,0.3,57.596000000000004
Lesotho,1995,Maize,8126,788,0.3,58.190000000000005
Lesotho,1996,Maize,12490,788,0.3,57.074
Lesotho,1997,Maize,9857,788,0.3,57.70399999999999
Lesotho,1998,Maize,13171,788,0.3,58.658
Lesotho,1999,Maize,9410,788,0.3,59.612
Lesotho,2000,Maize,6773,788,0.3,57.866
Lesotho,2001,Maize,8913,788,0.3,58.315999999999995
Lesotho,2002,Maize,8088,788,0.3,58.442
Lesotho,2004,Maize,6347,788,0.3,58.838
Lesotho,2005,Maize,7011,788,0.53,58.802
Lesotho,2006,Maize,5974,788,5.25,57.524
Lesotho,2007,Maize,4877,788,35.27,58.658
Lesotho,2008,Maize,4349,788,37.44,58.532
Lesotho,2009,Maize,4159,788,77.7,58.315999999999995
Lesotho,2010,Maize,9071,788,80.07,59.414
Lesotho,2011,Maize,6344,788,175.27,57.775999999999996
Lesotho,2012,Maize,6712,788,271.84,58.315999999999995
Lesotho,2013,Maize,8227,788,62.32,57.254
Libya,1990,Maize,10000,56,87.0,67.28
Libya,1991,Maize,12417,56,87.0,66.128
Libya,1992,Maize,12627,56,87.0,66.254
Libya,1993,Maize,12878,56,87.0,67.118
Libya,1994,Maize,12387,56,87.0,67.748
Libya,1995,Maize,13239,56,87.0,67.04599999999999
Libya,1996,Maize,10526,56,87.0,66.632
Libya,1997,Maize,17500,56,255.0,66.74000000000001
Libya,1998,Maize,18000,56,1262.38,67.55
Libya,1999,Maize,20000,56,2269.75,68.486
Libya,2000,Maize,28900,56,3277.13,67.262
Libya,2001,Maize,20000,56,4284.5,68.162
Libya,2002,Maize,15000,56,5291.88,67.928
Libya,2004,Maize,24000,56,7306.63,67.568
Libya,2005,Maize,24000,56,8314.0,67.064
Libya,2006,Maize,22246,56,4847.0,67.064
Libya,2007,Maize,22246,56,3170.0,67.766
Libya,2008,Maize,22129,56,3824.0,68.30600000000001
Libya,2009,Maize,24790,56,6046.0,67.874
Libya,2010,Maize,19333,56,3548.0,68.918
Libya,2011,Maize,21419,56,3548.0,66.992
Libya,2012,Maize,21613,56,3548.0,68.018
Libya,2013,Maize,20000,56,3548.0,67.874
Lithuania,1992,Maize,13710,656,1380.0,44.672
Lithuania,1993,Maize,13833,656,936.0,42.422
Lithuania,1994,Maize,13956,656,713.0,43.34
Lithuania,1995,Maize,14079,656,737.0,44.024
Lithuania,1996,Maize,14201,656,979.0,41.162
Lithuania,1997,Maize,14708,656,928.0,43.322
Lithuania,1998,Maize,16062,656,812.0,43.286
Lithuania,1999,Maize,17416,656,695.0,45.158
Lithuania,2000,Maize,18464,656,688.06,45.842
Lithuania,2001,Maize,22277,656,726.09,44.15
Lithuania,2002,Maize,28621,656,792.6,45.068
Lithuania,2004,Maize,21429,656,1023.6,43.574
Lithuania,2005,Maize,30625,656,1048.5,43.7
Lithuania,2006,Maize,23500,656,1197.0,44.564
Lithuania,2007,Maize,48148,656,2722.82,45.392
Lithuania,2008,Maize,42105,656,2722.55,46.112
Lithuania,2009,Maize,43273,656,2748.8,44.06
Lithuania,2010,Maize,66901,656,1803.77,43.052
Lithuania,2011,Maize,74896,656,2062.34,45.176
Lithuania,2012,Maize,61085,656,2559.9,43.358000000000004
Lithuania,2013,Maize,73953,656,2515.69,45.356
Madagascar,1990,Cassava,66512,1513,128.41,67.316
Madagascar,1991,Cassava,66523,1513,131.0,67.622
Madagascar,1992,Cassava,67059,1513,101.06,67.568
Madagascar,1993,Cassava,67718,1513,109.41,67.91
Madagascar,1994,Cassava,67429,1513,76.15,67.928
Madagascar,1995,Cassava,68867,1513,73.08,67.928
Madagascar,1996,Cassava,67441,1513,152.01,67.47800000000001
Madagascar,1997,Cassava,67542,1513,139.89,67.946
Madagascar,1998,Cassava,67000,1513,88.26,68.19800000000001
Madagascar,1999,Cassava,69994,1513,49.52,67.676
Madagascar,2000,Cassava,70036,1513,130.46,67.37
Madagascar,2001,Cassava,71320,1513,87.59,68.21600000000001
Madagascar,2002,Cassava,67157,1513,240.84,68.252
Madagascar,2004,Cassava,55178,1513,68.01,67.766
Madagascar,2005,Cassava,76239,1513,114.51,68.09
Madagascar,2006,Cassava,76035,1513,109.39,68.162
Madagascar,2007,Cassava,75811,1513,93.88,68.036
Madagascar,2008,Cassava,76713,1513,112.11,67.622
Madagascar,2009,Cassava,75058,1513,143.9,68.234
Madagascar,2010,Cassava,74144,1513,241.89,68.55799999999999
Madagascar,2011,Cassava,73945,1513,310.36,68.594
Madagascar,2012,Cassava,76214,1513,377.71,67.604
Madagascar,2013,Cassava,77707,1513,507.94,66.812
Malawi,1990,Cassava,23536,1181,173.19,69.548
Malawi,1991,Cassava,23432,1181,173.19,68.72
Malawi,1992,Cassava,20140,1181,173.19,69.602
Malawi,1993,Cassava,28781,1181,173.19,68.774
Malawi,1994,Cassava,34660,1181,173.19,69.062
Malawi,1995,Cassava,34669,1181,173.19,69.548
Malawi,1996,Cassava,45875,1181,173.19,68.846
Malawi,1997,Cassava,57249,1181,173.19,69.116
Malawi,1998,Cassava,54939,1181,131.59,69.656
Malawi,1999,Cassava,54563,1181,123.64,68.468
Malawi,2000,Cassava,154605,1181,220.22,68.396
Malawi,2001,Cassava,169416,1181,177.24,69.062
Malawi,2002,Cassava,149635,1181,134.25,69.368
Malawi,2004,Cassava,161644,1181,48.28,68.792
Malawi,2005,Cassava,142995,1181,295.51,70.46600000000001
Malawi,2006,Cassava,173116,1181,202.35,69.134
Malawi,2007,Cassava,187722,1181,524.46,69.206
Malawi,2008,Cassava,190760,1181,624.52,68.756
Malawi,2009,Cassava,202912,1181,736.25,69.224
Malawi,2010,Cassava,204311,1181,584.12,70.412
Malawi,2011,Cassava,215408,1181,553.57,69.656
Malawi,2012,Cassava,223883,1181,775.83,68.756
Malawi,2013,Cassava,228041,1181,1500.27,67.424
Malaysia,1990,Cassava,97297,2875,39406.48,80.97800000000001
Malaysia,1991,Cassava,103125,2875,39406.48,80.672
Malaysia,1992,Cassava,103333,2875,39406.48,80.69
Malaysia,1993,Cassava,111111,2875,39406.48,80.582
Malaysia,1994,Cassava,112000,2875,39406.48,80.6
Malaysia,1995,Cassava,115000,2875,39406.48,80.69
Malaysia,1996,Cassava,114286,2875,39406.48,80.672
Malaysia,1997,Cassava,123333,2875,39406.48,81.122
Malaysia,1998,Cassava,141667,2875,39406.48,82.202
Malaysia,1999,Cassava,150000,2875,39406.48,80.50999999999999
Malaysia,2000,Cassava,141176,2875,39406.48,80.852
Malaysia,2001,Cassava,157143,2875,39406.48,81.032
Malaysia,2002,Cassava,172414,2875,39406.48,81.626
Malaysia,2004,Cassava,202500,2875,39406.48,81.23
Malaysia,2005,Cassava,222857,2875,39406.48,81.662
Malaysia,2006,Cassava,233333,2875,39406.48,81.122
Malaysia,2007,Cassava,161565,2875,46868.35,81.014
Malaysia,2008,Cassava,152025,2875,54821.91,80.816
Malaysia,2009,Cassava,222790,2875,52464.19,81.446
Malaysia,2010,Cassava,134298,2875,60194.83,81.842
Malaysia,2011,Cassava,127912,2875,41562.16,81.086
Malaysia,2012,Cassava,275589,2875,49810.48,81.248
Malaysia,2013,Cassava,155321,2875,61445.6,82.04
Mali,1990,Cassava,72500,282,95.7,81.69800000000001
Mali,1991,Cassava,72859,282,54.63,81.64399999999999
Mali,1992,Cassava,74000,282,35.42,80.96
Mali,1993,Cassava,73250,282,33.19,81.59
Mali,1994,Cassava,73436,282,30.96,80.69
Mali,1995,Cassava,74061,282,28.73,81.05
Mali,1996,Cassava,90000,282,26.51,81.752
Mali,1997,Cassava,100000,282,24.28,81.28399999999999
Mali,1998,Cassava,109509,282,22.05,82.544
Mali,1999,Cassava,94328,282,19.82,81.068
Mali,2000,Cassava,115886,282,17.59,81.518
Mali,2001,Cassava,89909,282,15.36,82.02199999999999
Mali,2002,Cassava,115892,282,13.13,82.724
Mali,2004,Cassava,178976,282,8.67,82.526
Mali,2005,Cassava,146798,282,14.84,82.634
Mali,2006,Cassava,180178,282,11.87,81.71600000000001
Mali,2007,Cassava,162236,282,7.72,82.292
Mali,2008,Cassava,158875,282,9.99,81.71600000000001
Mali,2009,Cassava,180749,282,4.12,82.202
Mali,2010,Cassava,153919,282,3.84,82.724
Mali,2011,Cassava,155504,282,3.25,82.02199999999999
Mali,2012,Cassava,156860,282,1.52,81.30199999999999
Mali,2013,Cassava,155621,282,1.52,83.354
Mauritania,1990,Maize,6789,92,39.09,81.80600000000001
Mauritania,1991,Maize,5966,92,39.09,81.28399999999999
Mauritania,1992,Maize,7684,92,39.09,81.536
Mauritania,1993,Maize,12291,92,39.09,81.266
Mauritania,1994,Maize,4987,92,39.09,81.032
Mauritania,1995,Maize,7996,92,39.09,81.86
Mauritania,1996,Maize,5871,92,39.09,82.274
Mauritania,1997,Maize,8627,92,39.09,82.904
Mauritania,1998,Maize,8387,92,39.09,83.336
Mauritania,1999,Maize,7618,92,39.09,81.014
Mauritania,2000,Maize,9054,92,39.09,81.788
Mauritania,2001,Maize,10016,92,39.09,82.904
Mauritania,2002,Maize,5644,92,3.2,82.112
Mauritania,2004,Maize,11513,92,702.5,82.05799999999999
Mauritania,2005,Maize,8156,92,1.1,82.652
Mauritania,2006,Maize,4975,92,1.7,82.076
Mauritania,2007,Maize,7116,92,9.8,82.184
Mauritania,2008,Maize,7059,92,17.22,82.652
Mauritania,2009,Maize,5542,92,4.29,81.626
Mauritania,2010,Maize,8592,92,67.59,83.66
Mauritania,2011,Maize,6611,92,13.35,82.166
Mauritania,2012,Maize,6904,92,26.41,81.986
Mauritania,2013,Maize,4731,92,26.41,82.832
Mauritius,1990,Cassava,135714,2041,889.0,74.912
Mauritius,1991,Cassava,135714,2041,788.43,75.452
Mauritius,1992,Cassava,140000,2041,687.86,74.858
Mauritius,1993,Cassava,172308,2041,587.29,75.038
Mauritius,1994,Cassava,166667,2041,486.72,75.506
Mauritius,1995,Cassava,140000,2041,493.82,75.236
Mauritius,1996,Cassava,140000,2041,517.61,75.002
Mauritius,1997,Cassava,153846,2041,544.55,75.38
Mauritius,1998,Cassava,150000,2041,536.45,75.938
Mauritius,1999,Cassava,138750,2041,501.85,75.398
Mauritius,2000,Cassava,151000,2041,535.66,75.2
Mauritius,2001,Cassava,143077,2041,603.16,76.082
Mauritius,2002,Cassava,107692,2041,606.85,75.92
Mauritius,2004,Cassava,187500,2041,697.91,75.65
Mauritius,2005,Cassava,147143,2041,698.23,75.488
Mauritius,2006,Cassava,164286,2041,623.96,75.776
Mauritius,2007,Cassava,141176,2041,644.12,75.70400000000001
Mauritius,2008,Cassava,136364,2041,781.32,75.542
Mauritius,2009,Cassava,146667,2041,749.41,76.244
Mauritius,2010,Cassava,132059,2041,731.46,76.406
Mauritius,2011,Cassava,125000,2041,685.98,76.136
Mauritius,2012,Cassava,125000,2041,636.91,75.866
Mauritius,2013,Cassava,137027,2041,671.77,75.758
Mexico,1990,Cassava,75504,758,34468.93,60.8
Mexico,1991,Cassava,78776,758,34468.93,61.556000000000004
Mexico,1992,Cassava,93194,758,34468.93,60.278000000000006
Mexico,1993,Cassava,81739,758,34468.93,61.214
Mexico,1994,Cassava,75260,758,34468.93,61.556000000000004
Mexico,1995,Cassava,109610,758,34468.93,62.024
Mexico,1996,Cassava,77192,758,34468.93,60.943999999999996
Mexico,1997,Cassava,96021,758,34468.93,61.25
Mexico,1998,Cassava,117046,758,34468.93,62.726
Mexico,1999,Cassava,136634,758,34468.93,60.962
Mexico,2000,Cassava,113284,758,34468.93,60.998000000000005
Mexico,2001,Cassava,153208,758,31373.3,60.763999999999996
Mexico,2002,Cassava,150988,758,16189.88,61.466
Mexico,2004,Cassava,141677,758,26433.14,61.16
Mexico,2005,Cassava,126099,758,51741.99,62.059999999999995
Mexico,2006,Cassava,137648,758,50891.95,61.466
Mexico,2007,Cassava,122745,758,64501.28,61.483999999999995
Mexico,2008,Cassava,143579,758,61732.11,61.196
Mexico,2009,Cassava,143440,758,61690.08,61.97
Mexico,2010,Cassava,131579,758,63402.29,60.565999999999995
Mexico,2011,Cassava,127352,758,65961.1,61.952
Mexico,2012,Cassava,122330,758,64512.22,61.574
Mexico,2013,Cassava,146398,758,59920.18,63.212
Montenegro,2006,Maize,32588,241,0.55,51.008
Montenegro,2007,Maize,25000,241,0.55,52.862
Montenegro,2008,Maize,36000,241,0.55,52.916
Montenegro,2009,Maize,38009,241,0.55,52.628
Montenegro,2010,Maize,37950,241,66.0,52.25
Montenegro,2011,Maize,42007,241,75.0,52.25
Montenegro,2012,Maize,32007,241,71.0,52.754
Montenegro,2013,Maize,51775,241,82.0,55.166
Morocco,1990,Maize,11598,346,9364.0,64.706
Morocco,1991,Maize,8700,346,9771.14,63.05
Morocco,1992,Maize,4753,346,10178.29,63.284
Morocco,1993,Maize,2065,346,10585.43,62.492000000000004
Morocco,1994,Maize,6261,346,10992.57,64.184
Morocco,1995,Maize,1303,346,11399.71,65.408
Morocco,1996,Maize,9274,346,11806.86,63.95
Morocco,1997,Maize,10984,346,12214.0,64.958
Morocco,1998,Maize,6468,346,12621.14,64.778
Morocco,1999,Maize,4120,346,13028.29,63.824
Morocco,2000,Maize,4000,346,13435.43,64.688
Morocco,2001,Maize,2107,346,13842.57,65.714
Morocco,2002,Maize,7494,346,14249.71,64.85
Morocco,2004,Maize,9152,346,15064.0,64.526
Morocco,2005,Maize,2036,346,13966.0,64.724
Morocco,2006,Maize,12198,346,13697.0,65.084
Morocco,2007,Maize,4155,346,13697.0,64.274
Morocco,2008,Maize,5515,346,13697.0,64.04
Morocco,2009,Maize,9151,346,13697.0,65.408
Morocco,2010,Maize,12132,346,13697.0,65.89399999999999
Morocco,2011,Maize,11533,346,13697.0,65.354
Morocco,2012,Maize,7648,346,13697.0,64.832
Morocco,2013,Maize,6632,346,13697.0,65.822
Mozambique,1990,Cassava,48612,1032,102.26,70.718
Mozambique,1991,Cassava,37965,1032,102.26,71.186
Mozambique,1992,Cassava,33284,1032,102.26,72.68
Mozambique,1993,Cassava,41681,1032,102.26,71.672
Mozambique,1994,Cassava,36899,1032,102.26,70.43
Mozambique,1995,Cassava,42395,1032,72.19,71.402
Mozambique,1996,Cassava,47674,1032,65.85,70.754
Mozambique,1997,Cassava,53820,1032,60.63,70.77199999999999
Mozambique,1998,Cassava,55557,1032,51.98,71.996
Mozambique,1999,Cassava,57964,1032,43.34,71.94200000000001
Mozambique,2000,Cassava,57911,1032,34.69,70.718
Mozambique,2001,Cassava,71627,1032,26.05,71.492
Mozambique,2002,Cassava,48556,1032,17.4,71.528
Mozambique,2004,Cassava,60017,1032,572.99,71.402
Mozambique,2005,Cassava,43155,1032,770.88,72.086
Mozambique,2006,Cassava,63907,1032,891.54,71.024
Mozambique,2007,Cassava,49902,1032,547.31,71.438
Mozambique,2008,Cassava,40254,1032,890.47,71.168
Mozambique,2009,Cassava,45215,1032,914.92,71.06
Mozambique,2010,Cassava,77638,1032,1187.1,71.78
Mozambique,2011,Cassava,78029,1032,766.93,71.042
Mozambique,2012,Cassava,107501,1032,766.93,71.456
Mozambique,2013,Cassava,46115,1032,766.93,70.46600000000001
Namibia,1990,Maize,14871,285,42.0,68.72
Namibia,1991,Maize,11950,285,39.0,67.85600000000001
Namibia,1992,Maize,5953,285,48.0,68.648
Namibia,1993,Maize,7764,285,56.0,68.774
Namibia,1994,Maize,11549,285,56.0,68.252
Namibia,1995,Maize,8768,285,56.0,69.368
Namibia,1996,Maize,6835,285,56.0,67.622
Namibia,1997,Maize,15727,285,56.0,67.946
Namibia,1998,Maize,6608,285,56.0,69.494
Namibia,1999,Maize,5276,285,56.0,69.116
Namibia,2000,Maize,7170,285,56.0,68.468
Namibia,2001,Maize,13254,285,56.0,68.666
Namibia,2002,Maize,13238,285,56.0,69.368
Namibia,2004,Maize,11301,285,56.0,69.818
Namibia,2005,Maize,22606,285,56.0,68.828
Namibia,2006,Maize,21053,285,56.0,66.956
Namibia,2007,Maize,20296,285,56.0,68.882
Namibia,2008,Maize,20980,285,56.0,68.324
Namibia,2009,Maize,21130,285,56.0,68.036
Namibia,2010,Maize,19882,285,56.0,69.116
Namibia,2011,Maize,19297,285,56.0,66.668
Namibia,2012,Maize,18999,285,56.0,68.19800000000001
Namibia,2013,Maize,18683,285,56.0,69.314
Nepal,1990,Maize,16246,1500,60.11,59.198
Nepal,1991,Maize,15976,1500,60.11,58.892
Nepal,1992,Maize,16647,1500,60.11,58.91
Nepal,1993,Maize,15984,1500,60.11,59.288
Nepal,1994,Maize,16502,1500,60.11,59.540000000000006
Nepal,1995,Maize,16447,1500,60.11,59.540000000000006
Nepal,1996,Maize,16770,1500,70.43,59.666
Nepal,1997,Maize,16585,1500,80.75,58.1
Nepal,1998,Maize,17112,1500,91.07,59.882
Nepal,1999,Maize,16776,1500,101.39,60.403999999999996
Nepal,2000,Maize,17275,1500,111.72,59.234
Nepal,2001,Maize,18000,1500,122.04,59.738
Nepal,2002,Maize,18291,1500,132.36,59.792
Nepal,2004,Maize,19059,1500,153.0,59.648
Nepal,2005,Maize,20191,1500,127.99,59.95399999999999
Nepal,2006,Maize,20382,1500,128.73,60.656
Nepal,2007,Maize,20909,1500,344.06,59.971999999999994
Nepal,2008,Maize,21590,1500,353.43,59.486000000000004
Nepal,2009,Maize,22054,1500,209.52,60.638
Nepal,2010,Maize,21186,1500,332.01,60.728
Nepal,2011,Maize,22814,1500,342.92,59.215999999999994
Nepal,2012,Maize,25011,1500,410.32,59.36
Nepal,2013,Maize,23528,1500,454.53,60.422
