Unnamed: 0,Area,Crop,Year,Crop_Yield,Pesticide_hg/ha,Rain_mm,Temp_c
14185,India,Wheat,2011,29886,55540.0,1083.0,24.35
14186,India,Wheat,2011,29886,55540.0,1083.0,25.36
14187,India,Wheat,2011,29886,55540.0,1083.0,25.72
14188,India,Wheat,2011,29886,55540.0,1083.0,25.63
14189,India,Wheat,2011,29886,55540.0,1083.0,26.41
14190,India,Wheat,2011,29886,55540.0,1083.0,27.41
14191,India,Wheat,2011,29886,55540.0,1083.0,25.45
14192,India,Wheat,2011,29886,55540.0,1083.0,25.92
14193,India,Wheat,2011,29886,55540.0,1083.0,25.06
14194,India,Wheat,2011,29886,55540.0,1083.0,24.35
14195,India,Wheat,2011,29886,55540.0,1083.0,26.0
14196,India,Wheat,2011,29886,55540.0,1083.0,25.63
14197,India,Wheat,2011,29886,55540.0,1083.0,25.48
14198,India,Wheat,2011,29886,55540.0,1083.0,25.16
14199,India,Wheat,2011,29886,55540.0,1083.0,26.84
14200,India,Wheat,2011,29886,55540.0,1083.0,24.5
14201,India,Wheat,2011,29886,55540.0,1083.0,27.02
14202,India,Wheat,2011,29886,55540.0,1083.0,27.02
14203,India,Wheat,2011,29886,55540.0,1083.0,25.64
14204,India,Cassava,2012,385818,52980.0,1083.0,25.86
14205,India,Cassava,2012,385818,52980.0,1083.0,27.03
14206,India,Cassava,2012,385818,52980.0,1083.0,26.21
14207,India,Cassava,2012,385818,52980.0,1083.0,24.37
14208,India,Cassava,2012,385818,52980.0,1083.0,26.04
14209,India,Cassava,2012,385818,52980.0,1083.0,25.82
14210,India,Cassava,2012,385818,52980.0,1083.0,25.89
14211,India,Cassava,2012,385818,52980.0,1083.0,26.94
14212,India,Cassava,2012,385818,52980.0,1083.0,28.02
14213,India,Cassava,2012,385818,52980.0,1083.0,25.39
14214,India,Cassava,2012,385818,52980.0,1083.0,25.88
14215,India,Cassava,2012,385818,52980.0,1083.0,25.45
14216,India,Cassava,2012,385818,52980.0,1083.0,24.37
14217,India,Cassava,2012,385818,52980.0,1083.0,26.33
14218,India,Cassava,2012,385818,52980.0,1083.0,25.89
14219,India,Cassava,2012,385818,52980.0,1083.0,25.98
14220,India,Cassava,2012,385818,52980.0,1083.0,25.3
14221,India,Cassava,2012,385818,52980.0,1083.0,26.65
14222,India,Cassava,2012,385818,52980.0,1083.0,25.09
14223,India,Cassava,2012,385818,52980.0,1083.0,26.89
14224,India,Cassava,2012,385818,52980.0,1083.0,26.89
14225,India,Cassava,2012,385818,52980.0,1083.0,26.09
14292,India,Sorghum,2012,9568,52980.0,1083.0,25.86
14293,India,Sorghum,2012,9568,52980.0,1083.0,27.03
14294,India,Sorghum,2012,9568,52980.0,1083.0,26.21
14295,India,Sorghum,2012,9568,52980.0,1083.0,24.37
14296,India,Sorghum,2012,9568,52980.0,1083.0,26.04
14297,India,Sorghum,2012,9568,52980.0,1083.0,25.82
14298,India,Sorghum,2012,9568,52980.0,1083.0,25.89
14299,India,Sorghum,2012,9568,52980.0,1083.0,26.94
14300,India,Sorghum,2012,9568,52980.0,1083.0,28.02
14301,India,Sorghum,2012,9568,52980.0,1083.0,25.39
14302,India,Sorghum,2012,9568,52980.0,1083.0,25.88
14303,India,Sorghum,2012,9568,52980.0,1083.0,25.45
14304,India,Sorghum,2012,9568,52980.0,1083.0,24.37
14305,India,Sorghum,2012,9568,52980.0,1083.0,26.33
14306,India,Sorghum,2012,9568,52980.0,1083.0,25.89
14307,India,Sorghum,2012,9568,52980.0,1083.0,25.98
14308,India,Sorghum,2012,9568,52980.0,1083.0,25.3
14309,India,Sorghum,2012,9568,52980.0,1083.0,26.65
14310,India,Sorghum,2012,9568,52980.0,1083.0,25.09
14311,India,Sorghum,2012,9568,52980.0,1083.0,26.89
14312,India,Sorghum,2012,9568,52980.0,1083.0,26.89
14313,India,Sorghum,2012,9568,52980.0,1083.0,26.09
14358,India,Wheat,2012,31775,52980.0,1083.0,25.86
14359,India,Wheat,2012,31775,52980.0,1083.0,27.03
14360,India,Wheat,2012,31775,52980.0,1083.0,26.21
14361,India,Wheat,2012,31775,52980.0,1083.0,24.37
14362,India,Wheat,2012,31775,52980.0,1083.0,26.04
14363,India,Wheat,2012,31775,52980.0,1083.0,25.82
14364,India,Wheat,2012,31775,52980.0,1083.0,25.89
14365,India,Wheat,2012,31775,52980.0,1083.0,26.94
14366,India,Wheat,2012,31775,52980.0,1083.0,28.02
14367,India,Wheat,2012,31775,52980.0,1083.0,25.39
14368,India,Wheat,2012,31775,52980.0,1083.0,25.88
14369,India,Wheat,2012,31775,52980.0,1083.0,25.45
14370,India,Wheat,2012,31775,52980.0,1083.0,24.37
14371,India,Wheat,2012,31775,52980.0,1083.0,26.33
14372,India,Wheat,2012,31775,52980.0,1083.0,25.89
14373,India,Wheat,2012,31775,52980.0,1083.0,25.98
14374,India,Wheat,2012,31775,52980.0,1083.0,25.3
14375,India,Wheat,2012,31775,52980.0,1083.0,26.65
14376,India,Wheat,2012,31775,52980.0,1083.0,25.09
14377,India,Wheat,2012,31775,52980.0,1083.0,26.89
14378,India,Wheat,2012,31775,52980.0,1083.0,26.89
14379,India,Wheat,2012,31775,52980.0,1083.0,26.09
14380,India,Cassava,2013,349594,45620.0,1083.0,26.69
14381,India,Cassava,2013,349594,45620.0,1083.0,27.61
14382,India,Cassava,2013,349594,45620.0,1083.0,27.1
14383,India,Cassava,2013,349594,45620.0,1083.0,25.44
14384,India,Cassava,2013,349594,45620.0,1083.0,26.61
14385,India,Cassava,2013,349594,45620.0,1083.0,26.37
14386,India,Cassava,2013,349594,45620.0,1083.0,26.71
14387,India,Cassava,2013,349594,45620.0,1083.0,27.37
14388,India,Cassava,2013,349594,45620.0,1083.0,28.85
14389,India,Cassava,2013,349594,45620.0,1083.0,25.94
14390,India,Cassava,2013,349594,45620.0,1083.0,26.84
14391,India,Cassava,2013,349594,45620.0,1083.0,26.12
14392,India,Cassava,2013,349594,45620.0,1083.0,25.44
14393,India,Cassava,2013,349594,45620.0,1083.0,27.11
14394,India,Cassava,2013,349594,45620.0,1083.0,26.71
14395,India,Cassava,2013,349594,45620.0,1083.0,26.79
14396,India,Cassava,2013,349594,45620.0,1083.0,25.85
14397,India,Cassava,2013,349594,45620.0,1083.0,27.14
14398,India,Cassava,2013,349594,45620.0,1083.0,25.98
14399,India,Cassava,2013,349594,45620.0,1083.0,27.44
14400,India,Cassava,2013,349594,45620.0,1083.0,27.44
14401,India,Cassava,2013,349594,45620.0,1083.0,26.99
14468,India,Sorghum,2013,8502,45620.0,1083.0,26.69
14469,India,Sorghum,2013,8502,45620.0,1083.0,27.61
14470,India,Sorghum,2013,8502,45620.0,1083.0,27.1
14471,India,Sorghum,2013,8502,45620.0,1083.0,25.44
14472,India,Sorghum,2013,8502,45620.0,1083.0,26.61
14473,India,Sorghum,2013,8502,45620.0,1083.0,26.37
14474,India,Sorghum,2013,8502,45620.0,1083.0,26.71
14475,India,Sorghum,2013,8502,45620.0,1083.0,27.37
14476,India,Sorghum,2013,8502,45620.0,1083.0,28.85
14477,India,Sorghum,2013,8502,45620.0,1083.0,25.94
14478,India,Sorghum,2013,8502,45620.0,1083.0,26.84
14479,India,Sorghum,2013,8502,45620.0,1083.0,26.12
14480,India,Sorghum,2013,8502,45620.0,1083.0,25.44
14481,India,Sorghum,2013,8502,45620.0,1083.0,27.11
14482,India,Sorghum,2013,8502,45620.0,1083.0,26.71
14483,India,Sorghum,2013,8502,45620.0,1083.0,26.79
14484,India,Sorghum,2013,8502,45620.0,1083.0,25.85
14485,India,Sorghum,2013,8502,45620.0,1083.0,27.14
14486,India,Sorghum,2013,8502,45620.0,1083.0,25.98
14487,India,Sorghum,2013,8502,45620.0,1083.0,27.44
14488,India,Sorghum,2013,8502,45620.0,1083.0,27.44
14489,India,Sorghum,2013,8502,45620.0,1083.0,26.99
14534,India,Wheat,2013,31538,45620.0,1083.0,26.69
14535,India,Wheat,2013,31538,45620.0,1083.0,27.61
14536,India,Wheat,2013,31538,45620.0,1083.0,27.1
14537,India,Wheat,2013,31538,45620.0,1083.0,25.44
14538,India,Wheat,2013,31538,45620.0,1083.0,26.61
14539,India,Wheat,2013,31538,45620.0,1083.0,26.37
14540,India,Wheat,2013,31538,45620.0,1083.0,26.71
14541,India,Wheat,2013,31538,45620.0,1083.0,27.37
14542,India,Wheat,2013,31538,45620.0,1083.0,28.85
14543,India,Wheat,2013,31538,45620.0,1083.0,25.94
14544,India,Wheat,2013,31538,45620.0,1083.0,26.84
14545,India,Wheat,2013,31538,45620.0,1083.0,26.12
14546,India,Wheat,2013,31538,45620.0,1083.0,25.44
14547,India,Wheat,2013,31538,45620.0,1083.0,27.11
14548,India,Wheat,2013,31538,45620.0,1083.0,26.71
14549,India,Wheat,2013,31538,45620.0,1083.0,26.79
14550,India,Wheat,2013,31538,45620.0,1083.0,25.85
14551,India,Wheat,2013,31538,45620.0,1083.0,27.14
14552,India,Wheat,2013,31538,45620.0,1083.0,25.98
14553,India,Wheat,2013,31538,45620.0,1083.0,27.44
14554,India,Wheat,2013,31538,45620.0,1083.0,27.44
14555,India,Wheat,2013,31538,45620.0,1083.0,26.99
14556,Indonesia,Cassava,1990,120691,2432.0,2702.0,25.37
14557,Indonesia,Cassava,1990,120691,2432.0,2702.0,27.05
14558,Indonesia,Cassava,1990,120691,2432.0,2702.0,27.11
14559,Indonesia,Cassava,1990,120691,2432.0,2702.0,27.18
14560,Indonesia,Cassava,1990,120691,2432.0,2702.0,26.79
14561,Indonesia,Cassava,1990,120691,2432.0,2702.0,27.47
14592,Indonesia,Cassava,1991,120946,3259.0,2702.0,25.27
14593,Indonesia,Cassava,1991,120946,3259.0,2702.0,27.04
14594,Indonesia,Cassava,1991,120946,3259.0,2702.0,26.92
14595,Indonesia,Cassava,1991,120946,3259.0,2702.0,27.05
14596,Indonesia,Cassava,1991,120946,3259.0,2702.0,26.61
14597,Indonesia,Cassava,1991,120946,3259.0,2702.0,27.21
14628,Indonesia,Cassava,1992,122220,825.0,2702.0,25.17
14629,Indonesia,Cassava,1992,122220,825.0,2702.0,26.96
14630,Indonesia,Cassava,1992,122220,825.0,2702.0,27.01
14631,Indonesia,Cassava,1992,122220,825.0,2702.0,27.2
14632,Indonesia,Cassava,1992,122220,825.0,2702.0,26.72
14633,Indonesia,Cassava,1992,122220,825.0,2702.0,27.4
14664,Indonesia,Cassava,1993,123323,1597.0,2702.0,25.46
14665,Indonesia,Cassava,1993,123323,1597.0,2702.0,27.04
14666,Indonesia,Cassava,1993,123323,1597.0,2702.0,26.9
14667,Indonesia,Cassava,1993,123323,1597.0,2702.0,27.21
14668,Indonesia,Cassava,1993,123323,1597.0,2702.0,26.88
14669,Indonesia,Cassava,1993,123323,1597.0,2702.0,27.51
14700,Indonesia,Cassava,1994,115946,1597.0,2702.0,25.21
14701,Indonesia,Cassava,1994,115946,1597.0,2702.0,27.12
14702,Indonesia,Cassava,1994,115946,1597.0,2702.0,26.97
14703,Indonesia,Cassava,1994,115946,1597.0,2702.0,27.34
14704,Indonesia,Cassava,1994,115946,1597.0,2702.0,26.56
14705,Indonesia,Cassava,1994,115946,1597.0,2702.0,27.18
14736,Indonesia,Cassava,1995,116605,1597.0,2702.0,25.46
14737,Indonesia,Cassava,1995,116605,1597.0,2702.0,27.15
14738,Indonesia,Cassava,1995,116605,1597.0,2702.0,27.08
14739,Indonesia,Cassava,1995,116605,1597.0,2702.0,27.28
14740,Indonesia,Cassava,1995,116605,1597.0,2702.0,26.74
14741,Indonesia,Cassava,1995,116605,1597.0,2702.0,27.32
14772,Indonesia,Cassava,1996,120150,1597.0,2702.0,25.41
14773,Indonesia,Cassava,1996,120150,1597.0,2702.0,27.07
14774,Indonesia,Cassava,1996,120150,1597.0,2702.0,27.0
14775,Indonesia,Cassava,1996,120150,1597.0,2702.0,27.2
14776,Indonesia,Cassava,1996,120150,1597.0,2702.0,26.83
14777,Indonesia,Cassava,1996,120150,1597.0,2702.0,27.53
14808,Indonesia,Cassava,1997,121718,1597.0,2702.0,25.52
14809,Indonesia,Cassava,1997,121718,1597.0,2702.0,27.37
14810,Indonesia,Cassava,1997,121718,1597.0,2702.0,27.26
14811,Indonesia,Cassava,1997,121718,1597.0,2702.0,27.62
14812,Indonesia,Cassava,1997,121718,1597.0,2702.0,26.83
14813,Indonesia,Cassava,1997,121718,1597.0,2702.0,27.46
14844,Indonesia,Cassava,1998,121925,1597.0,2702.0,25.81
14845,Indonesia,Cassava,1998,121925,1597.0,2702.0,27.58
14846,Indonesia,Cassava,1998,121925,1597.0,2702.0,27.72
14847,Indonesia,Cassava,1998,121925,1597.0,2702.0,27.77
14848,Indonesia,Cassava,1998,121925,1597.0,2702.0,27.28
14849,Indonesia,Cassava,1998,121925,1597.0,2702.0,27.9
14880,Indonesia,Cassava,1999,121763,1597.0,2702.0,25.26
14881,Indonesia,Cassava,1999,121763,1597.0,2702.0,27.01
14882,Indonesia,Cassava,1999,121763,1597.0,2702.0,26.82
14883,Indonesia,Cassava,1999,121763,1597.0,2702.0,27.17
14884,Indonesia,Cassava,1999,121763,1597.0,2702.0,26.62
14885,Indonesia,Cassava,1999,121763,1597.0,2702.0,27.32
14916,Indonesia,Cassava,2000,125305,1597.0,2702.0,25.46
14917,Indonesia,Cassava,2000,125305,1597.0,2702.0,27.2
14918,Indonesia,Cassava,2000,125305,1597.0,2702.0,27.1
14919,Indonesia,Cassava,2000,125305,1597.0,2702.0,27.23
14920,Indonesia,Cassava,2000,125305,1597.0,2702.0,26.77
14921,Indonesia,Cassava,2000,125305,1597.0,2702.0,27.44
14952,Indonesia,Cassava,2001,129407,1597.0,2702.0,25.43
14953,Indonesia,Cassava,2001,129407,1597.0,2702.0,27.13
14954,Indonesia,Cassava,2001,129407,1597.0,2702.0,27.26
14955,Indonesia,Cassava,2001,129407,1597.0,2702.0,27.32
14956,Indonesia,Cassava,2001,129407,1597.0,2702.0,26.81
14957,Indonesia,Cassava,2001,129407,1597.0,2702.0,27.52
14988,Indonesia,Cassava,2002,132491,1597.0,2702.0,25.64
14989,Indonesia,Cassava,2002,132491,1597.0,2702.0,27.4
14990,Indonesia,Cassava,2002,132491,1597.0,2702.0,27.5
14991,Indonesia,Cassava,2002,132491,1597.0,2702.0,27.49
14992,Indonesia,Cassava,2002,132491,1597.0,2702.0,27.01
14993,Indonesia,Cassava,2002,132491,1597.0,2702.0,27.71
15024,Indonesia,Cassava,2004,154679,1597.0,2702.0,25.67
15025,Indonesia,Cassava,2004,154679,1597.0,2702.0,27.42
15026,Indonesia,Cassava,2004,154679,1597.0,2702.0,27.32
15027,Indonesia,Cassava,2004,154679,1597.0,2702.0,27.57
15028,Indonesia,Cassava,2004,154679,1597.0,2702.0,26.97
15029,Indonesia,Cassava,2004,154679,1597.0,2702.0,27.69
15060,Indonesia,Cassava,2005,159224,1597.0,2702.0,25.59
15061,Indonesia,Cassava,2005,159224,1597.0,2702.0,27.22
15062,Indonesia,Cassava,2005,159224,1597.0,2702.0,27.48
15063,Indonesia,Cassava,2005,159224,1597.0,2702.0,27.44
15064,Indonesia,Cassava,2005,159224,1597.0,2702.0,27.11
15065,Indonesia,Cassava,2005,159224,1597.0,2702.0,27.77
15096,Indonesia,Cassava,2006,162829,1597.0,2702.0,25.66
15097,Indonesia,Cassava,2006,162829,1597.0,2702.0,27.39
15098,Indonesia,Cassava,2006,162829,1597.0,2702.0,27.21
15099,Indonesia,Cassava,2006,162829,1597.0,2702.0,27.55
15100,Indonesia,Cassava,2006,162829,1597.0,2702.0,26.98
15101,Indonesia,Cassava,2006,162829,1597.0,2702.0,27.55
15132,Indonesia,Cassava,2007,166362,1597.0,2702.0,25.5
15133,Indonesia,Cassava,2007,166362,1597.0,2702.0,27.21
15134,Indonesia,Cassava,2007,166362,1597.0,2702.0,27.14
15135,Indonesia,Cassava,2007,166362,1597.0,2702.0,27.29
15136,Indonesia,Cassava,2007,166362,1597.0,2702.0,26.88
15137,Indonesia,Cassava,2007,166362,1597.0,2702.0,27.49
15168,Indonesia,Cassava,2008,180950,1597.0,2702.0,25.32
15169,Indonesia,Cassava,2008,180950,1597.0,2702.0,26.97
15170,Indonesia,Cassava,2008,180950,1597.0,2702.0,27.03
15171,Indonesia,Cassava,2008,180950,1597.0,2702.0,27.18
15172,Indonesia,Cassava,2008,180950,1597.0,2702.0,26.65
15173,Indonesia,Cassava,2008,180950,1597.0,2702.0,27.34
15204,Indonesia,Cassava,2009,187461,1597.0,2702.0,25.54
15205,Indonesia,Cassava,2009,187461,1597.0,2702.0,27.31
15206,Indonesia,Cassava,2009,187461,1597.0,2702.0,27.3
15207,Indonesia,Cassava,2009,187461,1597.0,2702.0,27.63
15208,Indonesia,Cassava,2009,187461,1597.0,2702.0,26.98
15209,Indonesia,Cassava,2009,187461,1597.0,2702.0,27.69
15240,Indonesia,Cassava,2010,202174,1597.0,2702.0,25.57
15241,Indonesia,Cassava,2010,202174,1597.0,2702.0,27.25
15242,Indonesia,Cassava,2010,202174,1597.0,2702.0,27.69
15243,Indonesia,Cassava,2010,202174,1597.0,2702.0,27.46
15244,Indonesia,Cassava,2010,202174,1597.0,2702.0,26.94
15245,Indonesia,Cassava,2010,202174,1597.0,2702.0,27.55
15276,Indonesia,Cassava,2011,202955,1597.0,2702.0,25.38
15277,Indonesia,Cassava,2011,202955,1597.0,2702.0,27.24
15278,Indonesia,Cassava,2011,202955,1597.0,2702.0,27.19
15279,Indonesia,Cassava,2011,202955,1597.0,2702.0,27.39
15280,Indonesia,Cassava,2011,202955,1597.0,2702.0,26.63
15281,Indonesia,Cassava,2011,202955,1597.0,2702.0,27.19
15312,Indonesia,Cassava,2012,214018,1597.0,2702.0,25.59
15313,Indonesia,Cassava,2012,214018,1597.0,2702.0,27.36
15314,Indonesia,Cassava,2012,214018,1597.0,2702.0,27.37
15315,Indonesia,Cassava,2012,214018,1597.0,2702.0,27.49
15316,Indonesia,Cassava,2012,214018,1597.0,2702.0,26.87
15317,Indonesia,Cassava,2012,214018,1597.0,2702.0,27.48
15348,Indonesia,Cassava,2013,224601,1597.0,2702.0,25.48
15349,Indonesia,Cassava,2013,224601,1597.0,2702.0,27.37
15350,Indonesia,Cassava,2013,224601,1597.0,2702.0,27.88
15351,Indonesia,Cassava,2013,224601,1597.0,2702.0,27.34
15352,Indonesia,Cassava,2013,224601,1597.0,2702.0,26.72
15353,Indonesia,Cassava,2013,224601,1597.0,2702.0,27.3
15390,Iraq,Sorghum,1990,7273,692.0,216.0,23.41
15391,Iraq,Sorghum,1990,7273,692.0,216.0,19.76
15394,Iraq,Wheat,1990,10129,692.0,216.0,23.41
15395,Iraq,Wheat,1990,10129,692.0,216.0,19.76
15402,Iraq,Sorghum,1991,4348,692.0,216.0,23.21
15403,Iraq,Sorghum,1991,4348,692.0,216.0,19.68
15406,Iraq,Wheat,1991,8056,692.0,216.0,23.21
15407,Iraq,Wheat,1991,8056,692.0,216.0,19.68
15414,Iraq,Sorghum,1992,6125,692.0,216.0,21.52
15415,Iraq,Sorghum,1992,6125,692.0,216.0,17.76
15418,Iraq,Wheat,1992,5999,692.0,216.0,21.52
15419,Iraq,Wheat,1992,5999,692.0,216.0,17.76
15426,Iraq,Sorghum,1993,8333,692.0,216.0,22.86
15427,Iraq,Sorghum,1993,8333,692.0,216.0,18.75
15430,Iraq,Wheat,1993,5897,692.0,216.0,22.86
15431,Iraq,Wheat,1993,5897,692.0,216.0,18.75
15438,Iraq,Sorghum,1994,8571,692.0,216.0,23.47
15439,Iraq,Sorghum,1994,8571,692.0,216.0,20.02
15442,Iraq,Wheat,1994,7431,692.0,216.0,23.47
15443,Iraq,Wheat,1994,7431,692.0,216.0,20.02
15450,Iraq,Sorghum,1995,8889,816.0,216.0,23.32
15451,Iraq,Sorghum,1995,8889,816.0,216.0,19.86
15454,Iraq,Wheat,1995,8052,816.0,216.0,23.32
15455,Iraq,Wheat,1995,8052,816.0,216.0,19.86
15462,Iraq,Sorghum,1996,10000,616.0,216.0,23.96
15463,Iraq,Sorghum,1996,10000,616.0,216.0,20.13
15466,Iraq,Wheat,1996,8667,616.0,216.0,23.96
15467,Iraq,Wheat,1996,8667,616.0,216.0,20.13
15474,Iraq,Sorghum,1997,10000,848.0,216.0,22.74
15475,Iraq,Sorghum,1997,10000,848.0,216.0,19.23
15478,Iraq,Wheat,1997,7566,848.0,216.0,22.74
15479,Iraq,Wheat,1997,7566,848.0,216.0,19.23
15486,Iraq,Sorghum,1998,10000,755.0,216.0,24.33
15487,Iraq,Sorghum,1998,10000,755.0,216.0,20.65
15490,Iraq,Wheat,1998,8071,755.0,216.0,24.33
15491,Iraq,Wheat,1998,8071,755.0,216.0,20.65
15498,Iraq,Sorghum,1999,10000,508.0,216.0,24.42
15499,Iraq,Sorghum,1999,10000,508.0,216.0,20.85
15502,Iraq,Wheat,1999,6154,508.0,216.0,24.42
15503,Iraq,Wheat,1999,6154,508.0,216.0,20.85
15510,Iraq,Sorghum,2000,3333,548.0,216.0,23.9
15511,Iraq,Sorghum,2000,3333,548.0,216.0,20.28
15514,Iraq,Wheat,2000,3200,548.0,216.0,23.9
15515,Iraq,Wheat,2000,3200,548.0,216.0,20.28
15522,Iraq,Sorghum,2001,3333,837.47,216.0,24.45
15523,Iraq,Sorghum,2001,3333,837.47,216.0,20.8
15526,Iraq,Wheat,2001,7405,837.47,216.0,24.45
15527,Iraq,Wheat,2001,7405,837.47,216.0,20.8
15534,Iraq,Sorghum,2002,3333,878.68,216.0,23.76
15535,Iraq,Sorghum,2002,3333,878.68,216.0,20.1
15538,Iraq,Wheat,2002,15703,878.68,216.0,23.76
15539,Iraq,Wheat,2002,15703,878.68,216.0,20.1
15546,Iraq,Sorghum,2004,10556,828.62,216.0,23.72
15547,Iraq,Sorghum,2004,10556,828.62,216.0,20.0
15550,Iraq,Wheat,2004,11898,828.62,216.0,23.72
15551,Iraq,Wheat,2004,11898,828.62,216.0,20.0
15558,Iraq,Sorghum,2005,9750,873.01,216.0,23.58
15559,Iraq,Sorghum,2005,9750,873.01,216.0,19.96
15562,Iraq,Wheat,2005,8738,873.01,216.0,23.58
15563,Iraq,Wheat,2005,8738,873.01,216.0,19.96
15570,Iraq,Sorghum,2006,10000,824.14,216.0,23.82
15571,Iraq,Sorghum,2006,10000,824.14,216.0,20.12
15574,Iraq,Wheat,2006,13783,824.14,216.0,23.82
15575,Iraq,Wheat,2006,13783,824.14,216.0,20.12
15582,Iraq,Sorghum,2007,9722,1062.61,216.0,23.92
15583,Iraq,Sorghum,2007,9722,1062.61,216.0,20.12
15586,Iraq,Wheat,2007,14031,1062.61,216.0,23.92
15587,Iraq,Wheat,2007,14031,1062.61,216.0,20.12
15594,Iraq,Sorghum,2008,9791,1245.94,216.0,24.09
15595,Iraq,Sorghum,2008,9791,1245.94,216.0,20.46
15598,Iraq,Wheat,2008,13678,1245.94,216.0,24.09
15599,Iraq,Wheat,2008,13678,1245.94,216.0,20.46
15606,Iraq,Sorghum,2009,14279,1429.27,216.0,23.87
15607,Iraq,Sorghum,2009,14279,1429.27,216.0,20.26
15610,Iraq,Wheat,2009,18756,1429.27,216.0,23.87
15611,Iraq,Wheat,2009,18756,1429.27,216.0,20.26
15618,Iraq,Sorghum,2010,29960,1612.61,216.0,25.49
15619,Iraq,Sorghum,2010,29960,1612.61,216.0,21.97
15622,Iraq,Wheat,2010,19872,1612.61,216.0,25.49
15623,Iraq,Wheat,2010,19872,1612.61,216.0,21.97
15630,Iraq,Sorghum,2011,31873,1795.94,216.0,23.44
15631,Iraq,Sorghum,2011,31873,1795.94,216.0,19.78
15634,Iraq,Wheat,2011,19552,1795.94,216.0,23.44
15635,Iraq,Wheat,2011,19552,1795.94,216.0,19.78
15642,Iraq,Sorghum,2012,7314,1979.27,216.0,24.34
15643,Iraq,Sorghum,2012,7314,1979.27,216.0,20.7
15646,Iraq,Wheat,2012,24181,1979.27,216.0,24.34
15647,Iraq,Wheat,2012,24181,1979.27,216.0,20.7
15654,Iraq,Sorghum,2013,19215,2162.6,216.0,25.14
15655,Iraq,Sorghum,2013,19215,2162.6,216.0,21.77
15658,Iraq,Wheat,2013,23068,2162.6,216.0,25.14
15659,Iraq,Wheat,2013,23068,2162.6,216.0,21.77
15661,Ireland,Wheat,1990,85307,2014.0,1118.0,9.59
15663,Ireland,Wheat,1991,78646,2014.0,1118.0,9.07
15665,Ireland,Wheat,1992,78808,2014.0,1118.0,9.07
15667,Ireland,Wheat,1993,68056,2014.0,1118.0,8.85
15669,Ireland,Wheat,1994,77193,2014.0,1118.0,9.13
15671,Ireland,Wheat,1995,82461,2152.0,1118.0,9.75
15673,Ireland,Wheat,1996,89965,1577.0,1118.0,8.85
15675,Ireland,Wheat,1997,77210,2201.0,1118.0,9.95
15677,Ireland,Wheat,1998,80310,2257.0,1118.0,9.71
15679,Ireland,Wheat,1999,87665,1930.0,1118.0,9.75
15681,Ireland,Wheat,2000,94538,1942.21,1118.0,9.43
15683,Ireland,Wheat,2001,90601,2333.67,1118.0,9.27
15685,Ireland,Wheat,2002,84440,2614.27,1118.0,9.75
15687,Ireland,Wheat,2004,99241,2978.49,1118.0,9.77
15689,Ireland,Wheat,2005,84317,2624.89,1118.0,9.91
15691,Ireland,Wheat,2006,91543,2766.64,1118.0,10.0
15693,Ireland,Wheat,2007,84626,3083.02,1118.0,10.11
15695,Ireland,Wheat,2008,89684,2790.17,1118.0,9.42
15697,Ireland,Wheat,2009,81669,2268.1,1118.0,9.47
15699,Ireland,Wheat,2010,86015,2529.2,1118.0,8.38
15701,Ireland,Wheat,2011,98641,3664.3,1118.0,9.76
15703,Ireland,Wheat,2012,72235,2925.1,1118.0,9.28
15705,Ireland,Wheat,2013,89983,2950.8,1118.0,9.28
15712,Italy,Sorghum,1990,48234,100596.4,832.0,7.97
15713,Italy,Sorghum,1990,48234,100596.4,832.0,12.83
15718,Italy,Wheat,1990,29243,100596.4,832.0,7.97
15719,Italy,Wheat,1990,29243,100596.4,832.0,12.83
15726,Italy,Sorghum,1991,55089,88916.6,832.0,7.28
15727,Italy,Sorghum,1991,55089,88916.6,832.0,12.05
15732,Italy,Wheat,1991,35094,88916.6,832.0,7.28
15733,Italy,Wheat,1991,35094,88916.6,832.0,12.05
15740,Italy,Sorghum,1992,59232,88227.6,832.0,7.76
15741,Italy,Sorghum,1992,59232,88227.6,832.0,12.89
15746,Italy,Wheat,1992,35506,88227.6,832.0,7.76
15747,Italy,Wheat,1992,35506,88227.6,832.0,12.89
15754,Italy,Sorghum,1993,59684,89282.2,832.0,7.43
15755,Italy,Sorghum,1993,59684,89282.2,832.0,12.71
15760,Italy,Wheat,1993,35533,89282.2,832.0,7.43
15761,Italy,Wheat,1993,35533,89282.2,832.0,12.71
15768,Italy,Sorghum,1994,59924,81217.6,832.0,8.39
15769,Italy,Sorghum,1994,59924,81217.6,832.0,13.53
15774,Italy,Wheat,1994,34796,81217.6,832.0,8.39
15775,Italy,Wheat,1994,34796,81217.6,832.0,13.53
15782,Italy,Sorghum,1995,62412,84153.0,832.0,7.43
15783,Italy,Sorghum,1995,62412,84153.0,832.0,12.47
15788,Italy,Wheat,1995,32013,84153.0,832.0,7.43
15789,Italy,Wheat,1995,32013,84153.0,832.0,12.47
15796,Italy,Sorghum,1996,58388,74617.2,832.0,7.06
15797,Italy,Sorghum,1996,58388,74617.2,832.0,12.28
15802,Italy,Wheat,1996,33170,74617.2,832.0,7.06
15803,Italy,Wheat,1996,33170,74617.2,832.0,12.28
15810,Italy,Sorghum,1997,57487,84799.0,832.0,8.18
15811,Italy,Sorghum,1997,57487,84799.0,832.0,13.13
15816,Italy,Wheat,1997,28563,84799.0,832.0,8.18
