Area,Year,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Germany,2011,700,10.56,43754.35
Germany,2011,700,9.73,43754.35
Germany,2011,700,6.56,43754.35
Germany,2012,700,9.96,45522.5
Germany,2012,700,9.2,45522.5
Germany,2012,700,5.88,45522.5
Germany,2013,700,10.12,43756.1
Germany,2013,700,9.17,43756.1
Germany,2013,700,6.0,43756.1
Ghana,1990,1187,26.73,65.8
Ghana,1991,1187,26.6,65.8
Ghana,1992,1187,26.47,65.8
Ghana,1993,1187,26.67,65.8
Ghana,1994,1187,26.62,65.8
Ghana,1995,1187,26.87,65.8
Ghana,1996,1187,26.61,1575.5
Ghana,1997,1187,26.58,502.0
Ghana,1998,1187,27.28,297.78
Ghana,1999,1187,26.74,114.13
Ghana,2000,1187,26.83,81.63
Ghana,2001,1187,26.76,82.0
Ghana,2002,1187,26.92,89.88
Ghana,2004,1187,27.02,134.25
Ghana,2005,1187,27.06,166.16
Ghana,2006,1187,27.1,771.58
Ghana,2007,1187,27.16,119.86
Ghana,2008,1187,26.98,350.83
Ghana,2009,1187,27.14,378.97
Ghana,2010,1187,27.57,378.97
Ghana,2011,1187,27.11,378.97
Ghana,2012,1187,26.86,378.97
Ghana,2013,1187,27.24,378.97
Greece,1990,652,18.05,7420.0
Greece,1991,652,17.07,7420.0
Greece,1992,652,17.13,7869.0
Greece,1993,652,17.53,8826.0
Greece,1994,652,18.47,6341.0
Greece,1995,652,17.82,6663.0
Greece,1996,652,17.46,7296.0
Greece,1997,652,17.35,9223.0
Greece,1998,652,18.15,10702.0
Greece,1999,652,18.82,9635.0
Greece,2000,652,18.2,10627.0
Greece,2001,652,18.67,10725.0
Greece,2002,652,18.33,11852.0
Greece,2004,652,18.07,11594.0
Greece,2005,652,17.91,12083.0
Greece,2006,652,17.78,7505.3
Greece,2007,652,18.67,7345.7
Greece,2008,652,18.61,5130.8
Greece,2009,652,18.52,3404.4
Greece,2010,652,19.3,5607.7
Greece,2011,652,17.67,8189.8
Greece,2012,652,18.82,8002.2
Greece,2013,652,19.36,8081.72
Guatemala,1990,1996,19.64,12004.33
Guatemala,1991,1996,19.91,12004.33
Guatemala,1992,1996,19.89,12004.33
Guatemala,1993,1996,19.85,12004.33
Guatemala,1994,1996,20.08,12004.33
Guatemala,1995,1996,19.98,12004.33
Guatemala,1996,1996,19.48,12004.33
Guatemala,1997,1996,20.16,11419.53
Guatemala,1998,1996,20.36,10834.74
Guatemala,1999,1996,19.44,10249.94
Guatemala,2000,1996,19.47,9665.14
Guatemala,2001,1996,19.62,10023.42
Guatemala,2002,1996,19.93,10381.71
Guatemala,2004,1996,19.85,11959.92
Guatemala,2005,1996,19.99,13506.02
Guatemala,2006,1996,19.88,15951.27
Guatemala,2007,1996,19.9,22883.17
Guatemala,2008,1996,19.51,18091.67
Guatemala,2009,1996,19.99,13276.7
Guatemala,2010,1996,19.85,14898.25
Guatemala,2011,1996,19.85,16540.71
Guatemala,2012,1996,19.88,19726.3
Guatemala,2013,1996,20.37,20489.4
Guinea,1990,1651,27.08,80.0
Guinea,1991,1651,27.22,80.0
Guinea,1992,1651,27.02,80.0
Guinea,1993,1651,27.25,21.0
Guinea,1994,1651,27.03,39.0
Guinea,1995,1651,27.23,153.0
Guinea,1996,1651,27.33,157.0
Guinea,1997,1651,27.3,157.0
Guinea,1998,1651,27.63,181.35
Guinea,1999,1651,27.12,205.71
Guinea,2000,1651,27.12,230.06
Guinea,2001,1651,27.36,254.42
Guinea,2002,1651,27.53,278.77
Guinea,2004,1651,27.56,327.49
Guinea,2005,1651,27.66,351.84
Guinea,2006,1651,27.2,376.19
Guinea,2007,1651,27.28,400.55
Guinea,2008,1651,27.61,424.9
Guinea,2009,1651,27.37,449.26
Guinea,2010,1651,27.8,556.24
Guinea,2011,1651,27.51,663.23
Guinea,2012,1651,27.28,770.21
Guinea,2013,1651,27.29,877.19
Guyana,1990,2387,27.07,289.9
Guyana,1991,2387,26.95,289.9
Guyana,1992,2387,27.13,289.9
Guyana,1993,2387,26.95,289.9
Guyana,1994,2387,27.12,289.9
Guyana,1995,2387,27.57,289.9
Guyana,1996,2387,27.11,289.9
Guyana,1997,2387,27.25,289.9
Guyana,1998,2387,27.71,289.9
Guyana,1999,2387,27.16,289.9
Guyana,2000,2387,27.05,289.9
Guyana,2001,2387,27.27,289.9
Guyana,2002,2387,27.17,289.9
Guyana,2004,2387,27.45,289.9
Guyana,2005,2387,27.71,270.78
Guyana,2006,2387,27.49,343.12
Guyana,2007,2387,27.3,246.5
Guyana,2008,2387,27.31,234.27
Guyana,2009,2387,27.67,264.47
Guyana,2010,2387,27.87,211.83
Guyana,2011,2387,27.43,400.76
Guyana,2012,2387,27.42,427.73
Guyana,2013,2387,27.3,358.72
Haiti,1990,1440,27.11,17.14
Haiti,1991,1440,27.01,18.86
Haiti,1992,1440,26.81,11.52
Haiti,1993,1440,26.78,6.96
Haiti,1994,1440,27.28,8.58
Haiti,1995,1440,27.3,12.32
Haiti,1996,1440,26.85,14.44
Haiti,1997,1440,27.74,16.35
Haiti,1998,1440,27.57,23.78
Haiti,1999,1440,27.01,26.32
Haiti,2000,1440,26.76,27.85
Haiti,2001,1440,27.21,27.85
Haiti,2002,1440,27.42,27.85
Haiti,2004,1440,27.37,27.85
Haiti,2005,1440,27.35,27.85
Haiti,2006,1440,27.41,27.85
Haiti,2007,1440,27.47,27.85
Haiti,2008,1440,27.08,27.85
Haiti,2009,1440,27.35,27.85
Haiti,2010,1440,27.19,27.85
Haiti,2011,1440,27.1,27.85
Haiti,2012,1440,27.2,27.85
Haiti,2013,1440,27.2,27.85
Honduras,1990,1976,24.53,9880.07
Honduras,1991,1976,24.61,6289.7
Honduras,1992,1976,24.77,9904.59
Honduras,1993,1976,24.58,6768.0
Honduras,1994,1976,24.87,3160.91
Honduras,1995,1976,24.95,7800.0
Honduras,1996,1976,24.39,6464.0
Honduras,1997,1976,25.03,6980.0
Honduras,1998,1976,25.37,3495.0
Honduras,1999,1976,24.41,2387.0
Honduras,2000,1976,24.43,4376.0
Honduras,2001,1976,24.4,1141.0
Honduras,2002,1976,24.61,1772.3
Honduras,2004,1976,24.68,3034.91
Honduras,2005,1976,24.77,3666.21
Honduras,2006,1976,24.88,4297.51
Honduras,2007,1976,24.55,5283.93
Honduras,2008,1976,24.25,5130.42
Honduras,2009,1976,24.77,4344.36
Honduras,2010,1976,24.49,5736.63
Honduras,2011,1976,24.63,6324.41
Honduras,2012,1976,24.47,7194.91
Honduras,2013,1976,24.86,7194.91
Hungary,1990,589,10.96,12756.0
Hungary,1991,589,9.66,8069.0
Hungary,1992,589,11.01,5777.0
Hungary,1993,589,10.22,10197.0
Hungary,1994,589,11.58,9574.0
Hungary,1995,589,10.34,7715.0
Hungary,1996,589,9.44,6946.0
Hungary,1997,589,9.89,4445.0
Hungary,1998,589,10.35,5280.0
Hungary,1999,589,10.64,4598.0
Hungary,2000,589,11.69,4151.0
Hungary,2001,589,10.47,5458.0
Hungary,2002,589,11.43,8231.5
Hungary,2004,589,10.37,9940.5
Hungary,2005,589,10.05,9676.0
Hungary,2006,589,10.67,11523.0
Hungary,2007,589,11.82,11178.0
Hungary,2008,589,11.55,12084.0
Hungary,2009,589,11.48,11144.0
Hungary,2010,589,10.35,10299.5
Hungary,2011,589,10.92,8473.26
Hungary,2012,589,11.31,8141.17
Hungary,2013,589,12.44,7744.5
India,1990,1083,25.58,75000.0
India,1990,1083,26.88,75000.0
India,1990,1083,25.79,75000.0
India,1990,1083,24.1,75000.0
India,1990,1083,25.25,75000.0
India,1990,1083,25.44,75000.0
India,1990,1083,25.54,75000.0
India,1990,1083,26.36,75000.0
India,1990,1083,26.91,75000.0
India,1990,1083,25.16,75000.0
India,1990,1083,25.77,75000.0
India,1990,1083,25.12,75000.0
India,1990,1083,24.1,75000.0
India,1990,1083,25.68,75000.0
India,1990,1083,25.54,75000.0
India,1990,1083,25.44,75000.0
India,1990,1083,24.78,75000.0
India,1990,1083,26.59,75000.0
India,1990,1083,24.37,75000.0
India,1990,1083,26.63,75000.0
India,1990,1083,26.63,75000.0
India,1990,1083,25.64,75000.0
India,1991,1083,25.85,72133.0
India,1991,1083,26.9,72133.0
India,1991,1083,25.96,72133.0
India,1991,1083,23.77,72133.0
India,1991,1083,25.49,72133.0
India,1991,1083,25.82,72133.0
India,1991,1083,25.74,72133.0
India,1991,1083,26.54,72133.0
India,1991,1083,27.35,72133.0
India,1991,1083,25.4,72133.0
India,1991,1083,25.99,72133.0
India,1991,1083,25.32,72133.0
India,1991,1083,23.77,72133.0
India,1991,1083,26.2,72133.0
India,1991,1083,25.74,72133.0
India,1991,1083,25.55,72133.0
India,1991,1083,25.06,72133.0
India,1991,1083,26.34,72133.0
India,1991,1083,24.62,72133.0
India,1991,1083,26.7,72133.0
India,1991,1083,26.7,72133.0
India,1991,1083,25.74,72133.0
India,1992,1083,25.69,70791.0
India,1992,1083,26.82,70791.0
India,1992,1083,26.09,70791.0
India,1992,1083,23.79,70791.0
India,1992,1083,25.16,70791.0
India,1992,1083,25.91,70791.0
India,1992,1083,25.52,70791.0
India,1992,1083,26.41,70791.0
India,1992,1083,27.24,70791.0
India,1992,1083,25.41,70791.0
India,1992,1083,25.73,70791.0
India,1992,1083,25.27,70791.0
India,1992,1083,23.79,70791.0
India,1992,1083,26.32,70791.0
India,1992,1083,25.52,70791.0
India,1992,1083,25.58,70791.0
India,1992,1083,25.14,70791.0
India,1992,1083,26.37,70791.0
India,1992,1083,24.62,70791.0
India,1992,1083,26.78,70791.0
India,1992,1083,26.78,70791.0
India,1992,1083,25.89,70791.0
India,1993,1083,25.88,66388.0
India,1993,1083,27.46,66388.0
India,1993,1083,26.1,66388.0
India,1993,1083,24.34,66388.0
India,1993,1083,25.22,66388.0
India,1993,1083,25.75,66388.0
India,1993,1083,25.92,66388.0
India,1993,1083,26.34,66388.0
India,1993,1083,27.24,66388.0
India,1993,1083,25.5,66388.0
India,1993,1083,26.32,66388.0
India,1993,1083,25.27,66388.0
India,1993,1083,24.34,66388.0
India,1993,1083,26.07,66388.0
India,1993,1083,25.92,66388.0
India,1993,1083,25.66,66388.0
India,1993,1083,25.06,66388.0
India,1993,1083,27.07,66388.0
India,1993,1083,24.74,66388.0
India,1993,1083,27.04,66388.0
India,1993,1083,27.04,66388.0
India,1993,1083,25.97,66388.0
India,1994,1083,25.75,61357.0
India,1994,1083,26.74,61357.0
India,1994,1083,26.03,61357.0
India,1994,1083,24.29,61357.0
India,1994,1083,25.22,61357.0
India,1994,1083,25.33,61357.0
India,1994,1083,25.87,61357.0
India,1994,1083,26.54,61357.0
India,1994,1083,27.07,61357.0
India,1994,1083,25.01,61357.0
India,1994,1083,25.92,61357.0
India,1994,1083,25.33,61357.0
India,1994,1083,24.29,61357.0
India,1994,1083,25.75,61357.0
India,1994,1083,25.87,61357.0
India,1994,1083,25.71,61357.0
India,1994,1083,24.84,61357.0
India,1994,1083,26.46,61357.0
India,1994,1083,24.71,61357.0
India,1994,1083,26.55,61357.0
India,1994,1083,26.55,61357.0
India,1994,1083,25.95,61357.0
India,1995,1083,25.86,61257.0
India,1995,1083,27.2,61257.0
India,1995,1083,26.15,61257.0
India,1995,1083,24.04,61257.0
India,1995,1083,25.44,61257.0
India,1995,1083,25.73,61257.0
India,1995,1083,25.92,61257.0
India,1995,1083,26.62,61257.0
India,1995,1083,27.24,61257.0
India,1995,1083,25.5,61257.0
India,1995,1083,26.13,61257.0
India,1995,1083,25.55,61257.0
India,1995,1083,24.04,61257.0
India,1995,1083,26.04,61257.0
India,1995,1083,25.92,61257.0
India,1995,1083,25.76,61257.0
India,1995,1083,25.24,61257.0
India,1995,1083,26.72,61257.0
India,1995,1083,24.64,61257.0
India,1995,1083,27.03,61257.0
India,1995,1083,27.03,61257.0
India,1995,1083,26.01,61257.0
India,1996,1083,25.63,56114.0
India,1996,1083,27.06,56114.0
India,1996,1083,26.1,56114.0
India,1996,1083,23.81,56114.0
India,1996,1083,25.41,56114.0
India,1996,1083,25.9,56114.0
India,1996,1083,25.55,56114.0
India,1996,1083,26.65,56114.0
India,1996,1083,27.37,56114.0
India,1996,1083,25.55,56114.0
India,1996,1083,25.79,56114.0
India,1996,1083,25.31,56114.0
India,1996,1083,23.81,56114.0
India,1996,1083,26.46,56114.0
India,1996,1083,25.55,56114.0
India,1996,1083,25.75,56114.0
India,1996,1083,25.34,56114.0
India,1996,1083,26.64,56114.0
India,1996,1083,24.78,56114.0
India,1996,1083,27.01,56114.0
India,1996,1083,27.01,56114.0
India,1996,1083,25.99,56114.0
India,1997,1083,24.92,52279.0
India,1997,1083,26.45,52279.0
India,1997,1083,25.58,52279.0
India,1997,1083,23.26,52279.0
India,1997,1083,25.68,52279.0
India,1997,1083,25.09,52279.0
India,1997,1083,24.71,52279.0
India,1997,1083,26.19,52279.0
India,1997,1083,27.47,52279.0
India,1997,1083,24.77,52279.0
India,1997,1083,24.83,52279.0
India,1997,1083,24.71,52279.0
India,1997,1083,23.26,52279.0
India,1997,1083,25.75,52279.0
India,1997,1083,24.71,52279.0
India,1997,1083,25.46,52279.0
India,1997,1083,25.21,52279.0
India,1997,1083,26.38,52279.0
India,1997,1083,24.55,52279.0
India,1997,1083,26.53,52279.0
India,1997,1083,26.53,52279.0
India,1997,1083,25.58,52279.0
India,1998,1083,25.91,49157.0
India,1998,1083,27.48,49157.0
India,1998,1083,26.35,49157.0
India,1998,1083,24.34,49157.0
India,1998,1083,26.01,49157.0
India,1998,1083,26.12,49157.0
India,1998,1083,25.77,49157.0
India,1998,1083,26.69,49157.0
India,1998,1083,27.87,49157.0
India,1998,1083,25.87,49157.0
India,1998,1083,26.27,49157.0
India,1998,1083,25.46,49157.0
India,1998,1083,24.34,49157.0
India,1998,1083,26.4,49157.0
India,1998,1083,25.77,49157.0
India,1998,1083,25.87,49157.0
India,1998,1083,25.55,49157.0
India,1998,1083,27.09,49157.0
India,1998,1083,24.84,49157.0
India,1998,1083,27.32,49157.0
India,1998,1083,27.32,49157.0
India,1998,1083,26.12,49157.0
India,1999,1083,26.12,46195.0
India,1999,1083,27.21,46195.0
India,1999,1083,26.4,46195.0
India,1999,1083,24.9,46195.0
India,1999,1083,25.29,46195.0
India,1999,1083,25.74,46195.0
India,1999,1083,26.36,46195.0
India,1999,1083,26.86,46195.0
India,1999,1083,27.24,46195.0
India,1999,1083,25.5,46195.0
India,1999,1083,26.42,46195.0
India,1999,1083,25.78,46195.0
India,1999,1083,24.9,46195.0
India,1999,1083,26.06,46195.0
India,1999,1083,26.36,46195.0
India,1999,1083,25.97,46195.0
India,1999,1083,25.1,46195.0
India,1999,1083,26.85,46195.0
India,1999,1083,24.93,46195.0
India,1999,1083,26.96,46195.0
India,1999,1083,26.96,46195.0
India,1999,1083,26.21,46195.0
India,2000,1083,25.98,44957.52
India,2000,1083,27.44,44957.52
India,2000,1083,26.13,44957.52
India,2000,1083,24.57,44957.52
India,2000,1083,25.34,44957.52
India,2000,1083,25.93,44957.52
India,2000,1083,26.05,44957.52
India,2000,1083,26.49,44957.52
India,2000,1083,27.23,44957.52
India,2000,1083,25.62,44957.52
India,2000,1083,26.43,44957.52
India,2000,1083,25.35,44957.52
India,2000,1083,24.57,44957.52
India,2000,1083,26.18,44957.52
India,2000,1083,26.05,44957.52
India,2000,1083,25.58,44957.52
India,2000,1083,25.11,44957.52
India,2000,1083,27.08,44957.52
India,2000,1083,24.69,44957.52
India,2000,1083,27.03,44957.52
India,2000,1083,27.03,44957.52
India,2000,1083,25.93,44957.52
India,2001,1083,25.76,43720.04
India,2001,1083,27.2,43720.04
India,2001,1083,26.02,43720.04
India,2001,1083,24.5,43720.04
India,2001,1083,25.53,43720.04
India,2001,1083,25.95,43720.04
India,2001,1083,25.86,43720.04
India,2001,1083,26.52,43720.04
India,2001,1083,27.56,43720.04
India,2001,1083,25.59,43720.04
India,2001,1083,26.02,43720.04
India,2001,1083,25.33,43720.04
India,2001,1083,24.5,43720.04
India,2001,1083,26.32,43720.04
India,2001,1083,25.86,43720.04
India,2001,1083,25.82,43720.04
India,2001,1083,25.34,43720.04
India,2001,1083,26.91,43720.04
India,2001,1083,24.76,43720.04
India,2001,1083,26.9,43720.04
India,2001,1083,26.9,43720.04
India,2001,1083,25.92,43720.04
India,2002,1083,26.66,42482.56
India,2002,1083,27.72,42482.56
India,2002,1083,26.79,42482.56
India,2002,1083,24.91,42482.56
India,2002,1083,25.76,42482.56
India,2002,1083,26.55,42482.56
India,2002,1083,26.63,42482.56
India,2002,1083,26.7,42482.56
India,2002,1083,27.67,42482.56
India,2002,1083,26.15,42482.56
India,2002,1083,27.03,42482.56
India,2002,1083,26.12,42482.56
India,2002,1083,24.91,42482.56
India,2002,1083,26.75,42482.56
India,2002,1083,26.63,42482.56
India,2002,1083,26.06,42482.56
India,2002,1083,25.58,42482.56
India,2002,1083,27.15,42482.56
India,2002,1083,25.07,42482.56
India,2002,1083,27.35,42482.56
India,2002,1083,27.35,42482.56
India,2002,1083,26.49,42482.56
India,2004,1083,26.11,35113.0
India,2004,1083,27.63,35113.0
India,2004,1083,26.25,35113.0
India,2004,1083,24.85,35113.0
India,2004,1083,25.25,35113.0
India,2004,1083,26.22,35113.0
India,2004,1083,26.24,35113.0
India,2004,1083,26.63,35113.0
India,2004,1083,27.23,35113.0
India,2004,1083,25.98,35113.0
India,2004,1083,26.64,35113.0
India,2004,1083,25.59,35113.0
India,2004,1083,24.85,35113.0
India,2004,1083,26.41,35113.0
India,2004,1083,26.24,35113.0
India,2004,1083,25.69,35113.0
India,2004,1083,25.32,35113.0
India,2004,1083,27.16,35113.0
India,2004,1083,24.69,35113.0
India,2004,1083,27.29,35113.0
India,2004,1083,27.29,35113.0
India,2004,1083,25.95,35113.0
India,2005,1083,25.85,35342.0
India,2005,1083,26.83,35342.0
India,2005,1083,26.28,35342.0
India,2005,1083,24.12,35342.0
India,2005,1083,25.48,35342.0
India,2005,1083,25.82,35342.0
India,2005,1083,25.72,35342.0
India,2005,1083,26.73,35342.0
India,2005,1083,27.49,35342.0
India,2005,1083,25.4,35342.0
India,2005,1083,25.77,35342.0
India,2005,1083,25.62,35342.0
India,2005,1083,24.12,35342.0
India,2005,1083,26.23,35342.0
India,2005,1083,25.72,35342.0
India,2005,1083,26.11,35342.0
India,2005,1083,25.09,35342.0
India,2005,1083,26.51,35342.0
India,2005,1083,25.07,35342.0
India,2005,1083,26.72,35342.0
India,2005,1083,26.72,35342.0
India,2005,1083,26.3,35342.0
India,2006,1083,26.34,37423.0
India,2006,1083,27.28,37423.0
India,2006,1083,26.39,37423.0
India,2006,1083,24.72,37423.0
India,2006,1083,25.42,37423.0
India,2006,1083,26.04,37423.0
India,2006,1083,26.37,37423.0
India,2006,1083,26.99,37423.0
India,2006,1083,27.47,37423.0
India,2006,1083,25.78,37423.0
India,2006,1083,26.43,37423.0
India,2006,1083,25.85,37423.0
India,2006,1083,24.72,37423.0
India,2006,1083,26.37,37423.0
India,2006,1083,26.37,37423.0
India,2006,1083,26.13,37423.0
India,2006,1083,25.31,37423.0
India,2006,1083,26.94,37423.0
India,2006,1083,24.98,37423.0
India,2006,1083,27.15,37423.0
India,2006,1083,27.15,37423.0
India,2006,1083,26.28,37423.0
India,2007,1083,26.0,27422.77
India,2007,1083,27.51,27422.77
India,2007,1083,25.98,27422.77
India,2007,1083,24.6,27422.77
India,2007,1083,25.46,27422.77
India,2007,1083,25.95,27422.77
India,2007,1083,26.15,27422.77
India,2007,1083,26.58,27422.77
India,2007,1083,27.55,27422.77
India,2007,1083,25.66,27422.77
India,2007,1083,26.27,27422.77
India,2007,1083,25.44,27422.77
India,2007,1083,24.6,27422.77
India,2007,1083,26.39,27422.77
India,2007,1083,26.15,27422.77
India,2007,1083,25.59,27422.77
India,2007,1083,25.58,27422.77
India,2007,1083,27.23,27422.77
India,2007,1083,24.59,27422.77
India,2007,1083,27.31,27422.77
India,2007,1083,27.31,27422.77
India,2007,1083,25.82,27422.77
India,2008,1083,25.57,14485.33
India,2008,1083,27.05,14485.33
India,2008,1083,25.78,14485.33
India,2008,1083,24.25,14485.33
India,2008,1083,25.35,14485.33
India,2008,1083,25.65,14485.33
India,2008,1083,25.68,14485.33
India,2008,1083,26.52,14485.33
India,2008,1083,27.45,14485.33
India,2008,1083,25.3,14485.33
India,2008,1083,25.88,14485.33
India,2008,1083,25.11,14485.33
India,2008,1083,24.25,14485.33
India,2008,1083,26.19,14485.33
India,2008,1083,25.68,14485.33
India,2008,1083,25.56,14485.33
India,2008,1083,25.23,14485.33
India,2008,1083,26.51,14485.33
India,2008,1083,24.51,14485.33
India,2008,1083,26.83,14485.33
India,2008,1083,26.83,14485.33
India,2008,1083,25.66,14485.33
India,2009,1083,26.55,28707.01
India,2009,1083,28.1,28707.01
India,2009,1083,26.76,28707.01
India,2009,1083,24.87,28707.01
India,2009,1083,25.73,28707.01
India,2009,1083,26.68,28707.01
India,2009,1083,26.55,28707.01
India,2009,1083,27.15,28707.01
India,2009,1083,28.03,28707.01
India,2009,1083,26.41,28707.01
India,2009,1083,26.92,28707.01
India,2009,1083,25.99,28707.01
India,2009,1083,24.87,28707.01
India,2009,1083,27.14,28707.01
India,2009,1083,26.55,28707.01
India,2009,1083,26.31,28707.01
India,2009,1083,25.87,28707.01
India,2009,1083,27.43,28707.01
India,2009,1083,25.38,28707.01
India,2009,1083,27.82,28707.01
India,2009,1083,27.82,28707.01
India,2009,1083,26.55,28707.01
India,2010,1083,26.51,40093.69
India,2010,1083,28.02,40093.69
India,2010,1083,26.81,40093.69
India,2010,1083,24.98,40093.69
India,2010,1083,25.71,40093.69
India,2010,1083,26.61,40093.69
India,2010,1083,26.52,40093.69
India,2010,1083,27.29,40093.69
India,2010,1083,27.69,40093.69
India,2010,1083,26.31,40093.69
India,2010,1083,26.82,40093.69
India,2010,1083,26.02,40093.69
India,2010,1083,24.98,40093.69
India,2010,1083,26.93,40093.69
India,2010,1083,26.52,40093.69
India,2010,1083,26.54,40093.69
India,2010,1083,25.75,40093.69
India,2010,1083,27.16,40093.69
India,2010,1083,25.54,40093.69
India,2010,1083,27.68,40093.69
India,2010,1083,27.68,40093.69
India,2010,1083,26.67,40093.69
India,2011,1083,25.53,55540.0
India,2011,1083,27.29,55540.0
India,2011,1083,25.81,55540.0
India,2011,1083,24.35,55540.0
India,2011,1083,25.36,55540.0
India,2011,1083,25.72,55540.0
India,2011,1083,25.63,55540.0
India,2011,1083,26.41,55540.0
India,2011,1083,27.41,55540.0
India,2011,1083,25.45,55540.0
India,2011,1083,25.92,55540.0
India,2011,1083,25.06,55540.0
India,2011,1083,24.35,55540.0
India,2011,1083,26.0,55540.0
India,2011,1083,25.63,55540.0
India,2011,1083,25.48,55540.0
India,2011,1083,25.16,55540.0
India,2011,1083,26.84,55540.0
India,2011,1083,24.5,55540.0
India,2011,1083,27.02,55540.0
India,2011,1083,27.02,55540.0
India,2011,1083,25.64,55540.0
India,2012,1083,25.86,52980.0
India,2012,1083,27.03,52980.0
India,2012,1083,26.21,52980.0
India,2012,1083,24.37,52980.0
India,2012,1083,26.04,52980.0
India,2012,1083,25.82,52980.0
India,2012,1083,25.89,52980.0
India,2012,1083,26.94,52980.0
India,2012,1083,28.02,52980.0
India,2012,1083,25.39,52980.0
India,2012,1083,25.88,52980.0
India,2012,1083,25.45,52980.0
India,2012,1083,24.37,52980.0
India,2012,1083,26.33,52980.0
India,2012,1083,25.89,52980.0
India,2012,1083,25.98,52980.0
India,2012,1083,25.3,52980.0
India,2012,1083,26.65,52980.0
India,2012,1083,25.09,52980.0
India,2012,1083,26.89,52980.0
India,2012,1083,26.89,52980.0
India,2012,1083,26.09,52980.0
India,2013,1083,26.69,45620.0
India,2013,1083,27.61,45620.0
India,2013,1083,27.1,45620.0
India,2013,1083,25.44,45620.0
India,2013,1083,26.61,45620.0
India,2013,1083,26.37,45620.0
India,2013,1083,26.71,45620.0
India,2013,1083,27.37,45620.0
India,2013,1083,28.85,45620.0
India,2013,1083,25.94,45620.0
India,2013,1083,26.84,45620.0
India,2013,1083,26.12,45620.0
India,2013,1083,25.44,45620.0
India,2013,1083,27.11,45620.0
India,2013,1083,26.71,45620.0
India,2013,1083,26.79,45620.0
India,2013,1083,25.85,45620.0
India,2013,1083,27.14,45620.0
India,2013,1083,25.98,45620.0
India,2013,1083,27.44,45620.0
India,2013,1083,27.44,45620.0
India,2013,1083,26.99,45620.0
Indonesia,1990,2702,25.37,2432.0
Indonesia,1990,2702,27.05,2432.0
Indonesia,1990,2702,27.11,2432.0
Indonesia,1990,2702,27.18,2432.0
Indonesia,1990,2702,26.79,2432.0
Indonesia,1990,2702,27.47,2432.0
Indonesia,1991,2702,25.27,3259.0
Indonesia,1991,2702,27.04,3259.0
Indonesia,1991,2702,26.92,3259.0
Indonesia,1991,2702,27.05,3259.0
Indonesia,1991,2702,26.61,3259.0
Indonesia,1991,2702,27.21,3259.0
Indonesia,1992,2702,25.17,825.0
Indonesia,1992,2702,26.96,825.0
Indonesia,1992,2702,27.01,825.0
Indonesia,1992,2702,27.2,825.0
Indonesia,1992,2702,26.72,825.0
Indonesia,1992,2702,27.4,825.0
Indonesia,1993,2702,25.46,1597.0
Indonesia,1993,2702,27.04,1597.0
Indonesia,1993,2702,26.9,1597.0
Indonesia,1993,2702,27.21,1597.0
Indonesia,1993,2702,26.88,1597.0
Indonesia,1993,2702,27.51,1597.0
Indonesia,1994,2702,25.21,1597.0
Indonesia,1994,2702,27.12,1597.0
Indonesia,1994,2702,26.97,1597.0
Indonesia,1994,2702,27.34,1597.0
Indonesia,1994,2702,26.56,1597.0
Indonesia,1994,2702,27.18,1597.0
Indonesia,1995,2702,25.46,1597.0
Indonesia,1995,2702,27.15,1597.0
Indonesia,1995,2702,27.08,1597.0
Indonesia,1995,2702,27.28,1597.0
Indonesia,1995,2702,26.74,1597.0
Indonesia,1995,2702,27.32,1597.0
Indonesia,1996,2702,25.41,1597.0
Indonesia,1996,2702,27.07,1597.0
Indonesia,1996,2702,27.0,1597.0
Indonesia,1996,2702,27.2,1597.0
Indonesia,1996,2702,26.83,1597.0
Indonesia,1996,2702,27.53,1597.0
Indonesia,1997,2702,25.52,1597.0
Indonesia,1997,2702,27.37,1597.0
Indonesia,1997,2702,27.26,1597.0
Indonesia,1997,2702,27.62,1597.0
Indonesia,1997,2702,26.83,1597.0
Indonesia,1997,2702,27.46,1597.0
Indonesia,1998,2702,25.81,1597.0
Indonesia,1998,2702,27.58,1597.0
Indonesia,1998,2702,27.72,1597.0
Indonesia,1998,2702,27.77,1597.0
Indonesia,1998,2702,27.28,1597.0
Indonesia,1998,2702,27.9,1597.0
Indonesia,1999,2702,25.26,1597.0
Indonesia,1999,2702,27.01,1597.0
Indonesia,1999,2702,26.82,1597.0
Indonesia,1999,2702,27.17,1597.0
Indonesia,1999,2702,26.62,1597.0
Indonesia,1999,2702,27.32,1597.0
Indonesia,2000,2702,25.46,1597.0
Indonesia,2000,2702,27.2,1597.0
Indonesia,2000,2702,27.1,1597.0
Indonesia,2000,2702,27.23,1597.0
Indonesia,2000,2702,26.77,1597.0
Indonesia,2000,2702,27.44,1597.0
Indonesia,2001,2702,25.43,1597.0
Indonesia,2001,2702,27.13,1597.0
Indonesia,2001,2702,27.26,1597.0
Indonesia,2001,2702,27.32,1597.0
Indonesia,2001,2702,26.81,1597.0
Indonesia,2001,2702,27.52,1597.0
Indonesia,2002,2702,25.64,1597.0
Indonesia,2002,2702,27.4,1597.0
Indonesia,2002,2702,27.5,1597.0
Indonesia,2002,2702,27.49,1597.0
Indonesia,2002,2702,27.01,1597.0
Indonesia,2002,2702,27.71,1597.0
Indonesia,2004,2702,25.67,1597.0
